"musicshow","id_artist","date","musicname","id_musicvideo"
inkigayo,158,"2015-12-13",Daddy,1098
showchampion,40,"2015-12-16",Run,1127
countdown,158,"2015-12-17",Daddy,1098
musicbank,61,"2015-12-18",Sing For You,1129
inkigayo,158,"2015-12-20",Daddy,1098
countdown,158,"2015-12-24",Daddy,1098
musicbank,61,"2015-12-25",Sing For You,1129
inkigayo,158,"2015-12-27",Daddy,1098
musicbank,61,"2016-01-01",Sing For You,1129
inkigayo,206,"2016-01-03",Again,1185
countdown,158,"2016-01-07",Daddy,1098
musicbank,40,"2016-01-08",Run,1127
inkigayo,71,"2016-01-10",Lonely Night,1251
countdown,95,"2016-01-14",Dumb&Dumber,1183
musicbank,192,"2016-01-15",Dream,1484
inkigayo,192,"2016-01-17",Dream,1484
countdown,95,"2016-01-21",Dumb&Dumber,1183
musicbank,192,"2016-01-22",Dream,1484
inkigayo,192,"2016-01-24",Dream,1484
theshow,202,"2016-01-26",Warning Sign,12693
showchampion,49,"2016-01-27",Don't Forget,1380
countdown,95,"2016-01-28",Dumb&Dumber,1183
musicbank,202,"2016-01-29",Warning Sign,12693
inkigayo,192,"2016-01-31",Dream,1484
theshow,76,"2016-02-02",Rough,1387
showchampion,76,"2016-02-03",Rough,1387
countdown,76,"2016-02-04",Rough,1387
musicbank,76,"2016-02-05",Rough,1387
inkigayo,76,"2016-02-07",Rough,1387
showchampion,217,"2016-02-10",Sentimental,1501
countdown,76,"2016-02-11",Rough,1387
musicbank,76,"2016-02-12",Rough,1387
inkigayo,200,"2016-02-14",Rain,1403
theshow,76,"2016-02-16",Rough,1387
showchampion,76,"2016-02-17",Rough,1387
countdown,76,"2016-02-18",Rough,1387
musicbank,76,"2016-02-19",Rough,1387
inkigayo,76,"2016-02-21",Rough,1387
theshow,326,"2016-02-23",Pain,2870
showchampion,76,"2016-02-24",Rough,1387
countdown,217,"2016-02-25",Sentimental,1501
musicbank,76,"2016-02-26",Rough,1387
inkigayo,76,"2016-02-28",Rough,1387
theshow,198,"2016-03-01",Press Your Number,1519
showchampion,198,"2016-03-02",Press Your Number,1519
countdown,198,"2016-03-03",Press Your Number,1519
musicbank,198,"2016-03-04",Press Your Number,1519
inkigayo,138,"2016-03-06",You're the best,1532
theshow,22,"2016-03-08",Feel So Good,6305
showchampion,138,"2016-03-09",You're the best,1532
countdown,138,"2016-03-10",You're the best,1532
musicbank,138,"2016-03-11",You're the best,1532
inkigayo,138,"2016-03-13",You're the best,1532
theshow,138,"2016-03-15",You're the best,1532
showchampion,138,"2016-03-16",You're the best,1532
countdown,128,"2016-03-17",Breathe,1544
musicbank,138,"2016-03-18",You're the best,1532
inkigayo,128,"2016-03-20",Breathe,1544
theshow,165,"2016-03-22",One of these nights,1546
showchampion,165,"2016-03-23",One of these nights,1546
countdown,165,"2016-03-24",One of these nights,1546
musicbank,165,"2016-03-25",One of these nights,1546
inkigayo,165,"2016-03-27",One of these nights,1546
theshow,80,"2016-03-29",Fly,1556
countdown,80,"2016-03-31",Fly,1556
musicbank,80,"2016-04-01",Fly,1556
inkigayo,80,"2016-04-03",Fly,1556
theshow,80,"2016-04-05",Fly,1556
showchampion,38,"2016-04-06",Remember that,1596
countdown,38,"2016-04-07",Remember that,1596
musicbank,38,"2016-04-08",Remember that,1596
inkigayo,32,"2016-04-10",A few years later,1560
theshow,46,"2016-04-12",You're so fine,1761
showchampion,46,"2016-04-13",You're so fine,1761
countdown,46,"2016-04-14",You're so fine,1761
musicbank,46,"2016-04-15",You're so fine,1761
inkigayo,425,"2016-04-17",What The Spring??,8115
theshow,46,"2016-04-19",You're so fine,1761
showchampion,32,"2016-04-20",Toy,1576
countdown,32,"2016-04-21",Toy,1576
musicbank,46,"2016-04-22",You're so fine,1761
inkigayo,32,"2016-04-24",Toy,1576
theshow,215,"2016-04-26",Dynamite,1572
showchampion,215,"2016-04-27",Dynamite,1572
countdown,255,"2016-04-28",Hopefully sky,2144
musicbank,215,"2016-04-29",Dynamite,1572
inkigayo,255,"2016-05-01",Hopefully sky,2144
theshow,215,"2016-05-03",Dynamite,1572
showchampion,171,"2016-05-04",Pretty U,1608
countdown,208,"2016-05-05",Cheer Up,1579
musicbank,208,"2016-05-06",Cheer Up,1579
inkigayo,208,"2016-05-08",Cheer Up,1579
theshow,215,"2016-05-10",Dynamite,1572
showchampion,171,"2016-05-11",Pretty U,1608
countdown,40,"2016-05-12",Fire,1597
musicbank,40,"2016-05-13",Fire,1597
inkigayo,40,"2016-05-15",Fire,1597
theshow,204,"2016-05-17",I Just wanna dance,1601
showchampion,204,"2016-05-18",I Just wanna dance,1601
countdown,208,"2016-05-19",Cheer Up,1579
musicbank,208,"2016-05-20",Cheer Up,1579
inkigayo,208,"2016-05-22",Cheer Up,1579
theshow,16,"2016-05-24",Good Luck,1617
showchampion,16,"2016-05-25",Good Luck,1617
countdown,208,"2016-05-26",Cheer Up,1579
musicbank,208,"2016-05-27",Cheer Up,1579
inkigayo,208,"2016-05-29",Cheer Up,1579
theshow,109,"2016-05-31",She is,1641
showchampion,109,"2016-06-01",She is,1641
countdown,24,"2016-06-02",so-so,11710
musicbank,208,"2016-06-03",Cheer Up,1579
inkigayo,24,"2016-06-05",so-so,11710
showchampion,60,"2016-06-08",L.I.E,1629
countdown,24,"2016-06-09",so-so,11710
musicbank,208,"2016-06-10",Cheer Up,1579
inkigayo,60,"2016-06-12",L.I.E,1629
theshow,60,"2016-06-14",L.I.E,1629
countdown,61,"2016-06-16",Monster,1635
musicbank,61,"2016-06-17",Monster,1635
inkigayo,61,"2016-06-19",Monster,1635
theshow,61,"2016-06-21",Monster,1635
showchampion,61,"2016-06-22",Monster,1635
countdown,61,"2016-06-23",Monster,1635
musicbank,61,"2016-06-24",Monster,1635
inkigayo,61,"2016-06-26",Monster,1635
theshow,174,"2016-06-28",I like that,1656
showchampion,174,"2016-06-29",I like that,1656
countdown,61,"2016-06-30",Monster,1635
musicbank,61,"2016-07-01",Monster,1635
inkigayo,174,"2016-07-03",I like that,1656
theshow,60,"2016-07-05",L.I.E,1629
showchampion,174,"2016-07-06",I like that,1656
countdown,174,"2016-07-07",I like that,1656
musicbank,200,"2016-07-08",Starlight,1660
inkigayo,200,"2016-07-10",Starlight,1660
theshow,219,"2016-07-12",Why so Lonely,1682
showchampion,26,"2016-07-13",Ribbon,8209
countdown,219,"2016-07-14",Why so Lonely,1682
musicbank,26,"2016-07-15",Ribbon,8209
inkigayo,219,"2016-07-17",Why so Lonely,1682
theshow,76,"2016-07-19",Navillera,1852
showchampion,76,"2016-07-20",Navillera,1852
countdown,76,"2016-07-21",Navillera,1852
musicbank,76,"2016-07-22",Navillera,1852
inkigayo,76,"2016-07-24",Navillera,1852
theshow,67,"2016-07-26",Take me Now,1786
countdown,76,"2016-07-28",Navillera,1852
musicbank,76,"2016-07-29",Navillera,1852
inkigayo,76,"2016-07-31",Navillera,1852
theshow,76,"2016-08-02",Navillera,1852
countdown,76,"2016-08-04",Navillera,1852
musicbank,219,"2016-08-05",Why so Lonely,1682
inkigayo,76,"2016-08-07",Navillera,1852
theshow,76,"2016-08-09",Navillera,1852
showchampion,76,"2016-08-10",Navillera,1852
countdown,93,"2016-08-11",How's this?,1690
musicbank,76,"2016-08-12",Navillera,1852
inkigayo,93,"2016-08-14",How's this?,1690
theshow,94,"2016-08-16",Whatta Man (Good man),2976
showchampion,94,"2016-08-17",Whatta Man (Good man),2976
countdown,94,"2016-08-18",Whatta Man (Good man),2976
musicbank,94,"2016-08-19",Whatta Man (Good man),2976
inkigayo,31,"2016-08-21",Whistle,1700
theshow,215,"2016-08-23",Fantasy,1723
showchampion,215,"2016-08-24",Fantasy,1723
countdown,61,"2016-08-25",Lotto,1718
musicbank,61,"2016-08-26",Lotto,1718
inkigayo,61,"2016-08-28",Lotto,1718
theshow,94,"2016-08-30",Whatta Man (Good man),2976
showchampion,61,"2016-08-31",Lotto,1718
countdown,61,"2016-09-01",Lotto,1718
musicbank,61,"2016-09-02",Lotto,1718
inkigayo,61,"2016-09-04",Lotto,1718
theshow,215,"2016-09-06",Fantasy,1723
countdown,31,"2016-09-08",Whistle,1700
musicbank,998,"2016-09-09",Making a new ending for this story,12773
inkigayo,31,"2016-09-11",Whistle,1700
theshow,165,"2016-09-13",Russian Roulette,1858
countdown,165,"2016-09-15",Russian Roulette,1858
musicbank,132,"2016-09-16",Committed Love,3667
inkigayo,132,"2016-09-18",Committed Love,3667
theshow,165,"2016-09-20",Russian Roulette,1858
showchampion,165,"2016-09-21",Russian Roulette,1858
countdown,165,"2016-09-22",Russian Roulette,1858
musicbank,132,"2016-09-23",Committed Love,3667
inkigayo,165,"2016-09-25",Russian Roulette,1858
showchampion,132,"2016-09-28",Committed Love,3667
countdown,96,"2016-09-29",The Eye,1862
musicbank,96,"2016-09-30",The Eye,1862
inkigayo,96,"2016-10-02",The Eye,1862
countdown,80,"2016-10-06",Hard Carry,1871
musicbank,80,"2016-10-07",Hard Carry,1871
inkigayo,80,"2016-10-09",Hard Carry,1871
theshow,172,"2016-10-11","1 of 1",1878
countdown,172,"2016-10-13","1 of 1",1878
musicbank,172,"2016-10-14","1 of 1",1878
inkigayo,172,"2016-10-16","1 of 1",1878
theshow,80,"2016-10-18",Hard Carry,1871
showchampion,40,"2016-10-19",Blood Sweat & Tears,1881
countdown,40,"2016-10-20",Blood Sweat & Tears,1881
musicbank,40,"2016-10-21",Blood Sweat & Tears,1881
inkigayo,40,"2016-10-23",Blood Sweat & Tears,1881
theshow,40,"2016-10-25",Blood Sweat & Tears,1881
showchampion,94,"2016-10-26",Very Very Very,2974
countdown,94,"2016-10-27",Very Very Very,2974
musicbank,40,"2016-10-28",Blood Sweat & Tears,1881
inkigayo,94,"2016-10-30",Very Very Very,2974
theshow,208,"2016-11-01",TT,1885
showchampion,208,"2016-11-02",TT,1885
countdown,208,"2016-11-03",TT,1885
musicbank,208,"2016-11-04",TT,1885
inkigayo,208,"2016-11-06",TT,1885
theshow,215,"2016-11-08",The Closer,7495
countdown,208,"2016-11-10",TT,1885
musicbank,208,"2016-11-11",TT,1885
inkigayo,208,"2016-11-13",TT,1885
theshow,62,"2016-11-15",Hey Mama!,1888
musicbank,208,"2016-11-18",TT,1885
inkigayo,208,"2016-11-20",TT,1885
theshow,22,"2016-11-22",Skydive,2205
musicbank,208,"2016-11-25",TT,1885
inkigayo,31,"2016-11-27",Playing with fire,1887
theshow,138,"2016-11-29",Décalcomanie,1970
showchampion,119,"2016-11-30",Flower way,6291
musicbank,208,"2016-12-02",TT,1885
inkigayo,31,"2016-12-04",Playing with fire,1887
theshow,23,"2016-12-06",A lie,1900
musicbank,23,"2016-12-09",A lie,1900
inkigayo,225,"2016-12-11",Bermuda Triangle,4844
theshow,171,"2016-12-13",BoomBoom,1911
showchampion,23,"2016-12-14",A lie,1900
countdown,171,"2016-12-15",BoomBoom,1911
musicbank,171,"2016-12-16",BoomBoom,1911
inkigayo,231,"2016-12-18",Star,2036
showchampion,171,"2016-12-21",BoomBoom,1911
countdown,28,"2016-12-22",FXXK IT,1915
musicbank,28,"2016-12-23",FXXK IT,1915
inkigayo,28,"2016-12-25",FXXK IT,1915
musicbank,61,"2016-12-30",For Life,4960
inkigayo,28,"2017-01-01",FXXK IT,1915
countdown,28,"2017-01-05",FXXK IT,1915
musicbank,208,"2017-01-06",TT,1885
inkigayo,28,"2017-01-08",FXXK IT,1915
countdown,28,"2017-01-12",FXXK IT,1915
musicbank,28,"2017-01-13",FXXK IT,1915
inkigayo,173,"2017-01-15",Touch,8594
showchampion,16,"2017-01-18",Excuse Me,1923
countdown,14,"2017-01-19",Last Goodbye,1931
musicbank,28,"2017-01-20",FXXK IT,1915
inkigayo,173,"2017-01-22",Touch,8594
showchampion,16,"2017-01-25",Excuse Me,1923
countdown,169,"2017-01-26",Don't Say No,1927
musicbank,281,"2017-01-27",Pretend,12503
inkigayo,94,"2017-01-29",Downpour,10821
countdown,16,"2017-02-02",Excuse Me,1923
musicbank,281,"2017-02-03",Pretend,12503
inkigayo,545,"2017-02-05",Nosedive,5336
theshow,165,"2017-02-07",Rookie,1937
showchampion,165,"2017-02-08",Rookie,1937
countdown,165,"2017-02-09",Rookie,1937
musicbank,165,"2017-02-10",Rookie,1937
inkigayo,165,"2017-02-12",Rookie,1937
theshow,149,"2017-02-14",My First and Last,1945
showchampion,165,"2017-02-15",Rookie,1937
countdown,165,"2017-02-16",Rookie,1937
musicbank,165,"2017-02-17",Rookie,1937
inkigayo,165,"2017-02-19",Rookie,1937
theshow,149,"2017-02-21",My First and Last,1945
showchampion,40,"2017-02-22",Spring Day,1943
countdown,40,"2017-02-23",Spring Day,1943
musicbank,40,"2017-02-24",Spring Day,1943
inkigayo,40,"2017-02-26",Spring Day,1943
theshow,149,"2017-02-28",My First and Last,1945
countdown,208,"2017-03-02",Knock Knock,1949
musicbank,208,"2017-03-03",Knock Knock,1949
inkigayo,208,"2017-03-05",Knock Knock,1949
theshow,208,"2017-03-07",Knock Knock,1949
showchampion,208,"2017-03-08",Knock Knock,1949
countdown,200,"2017-03-09",Fine,1957
musicbank,200,"2017-03-10",Fine,1957
inkigayo,208,"2017-03-12",Knock Knock,1949
theshow,76,"2017-03-14",Fingertip,1967
showchampion,38,"2017-03-15",Movie,2628
countdown,208,"2017-03-16",Knock Knock,1949
musicbank,208,"2017-03-17",Knock Knock,1949
inkigayo,208,"2017-03-19",Knock Knock,1949
theshow,80,"2017-03-21",Never Ever,2219
showchampion,80,"2017-03-22",Never Ever,2219
countdown,80,"2017-03-23",Never Ever,2219
musicbank,80,"2017-03-24",Never Ever,2219
inkigayo,546,"2017-03-26",Anymore,5340
theshow,86,"2017-03-28",Plz Don't be Sad,1999
showchampion,86,"2017-03-29",Plz Don't be Sad,1999
countdown,86,"2017-03-30",Plz Don't be Sad,1999
musicbank,86,"2017-03-31",Plz Don't be Sad,1999
inkigayo,86,"2017-04-02",Plz Don't be Sad,1999
theshow,77,"2017-04-04",I'll be yours,1977
showchampion,77,"2017-04-05",I'll be yours,1977
countdown,86,"2017-04-06",Plz Don't be Sad,1999
musicbank,86,"2017-04-07",Plz Don't be Sad,1999
inkigayo,98,"2017-04-09",Through the Night,1976
theshow,76,"2017-04-11",Fingertip,1967
showchampion,98,"2017-04-12",Through the Night,1976
countdown,217,"2017-04-13",Really Really,2003
musicbank,86,"2017-04-14",Plz Don't be Sad,1999
inkigayo,217,"2017-04-16",Really Really,2003
theshow,255,"2017-04-18",The Spring,2143
showchampion,255,"2017-04-19",The Spring,2143
countdown,217,"2017-04-20",Really Really,2003
musicbank,202,"2017-04-21",Love Is,12494
musiccore,217,"2017-04-22",Really Really,2003
inkigayo,217,"2017-04-23",Really Really,2003
theshow,60,"2017-04-25",Night Rather Than Day,2015
showchampion,60,"2017-04-26",Night Rather Than Day,2015
countdown,98,"2017-04-27",Palette,2072
musicbank,125,"2017-04-28",Hwi Hwi,2032
musiccore,98,"2017-04-29",Palette,2072
inkigayo,98,"2017-04-30",Palette,2072
theshow,60,"2017-05-02",Night Rather Than Day,2015
countdown,98,"2017-05-04",Palette,2072
musicbank,98,"2017-05-05",Palette,2072
musiccore,98,"2017-05-06",Palette,2072
inkigayo,98,"2017-05-07",Palette,2072
countdown,92,"2017-05-11",Tomboy,8185
musicbank,266,"2017-05-12",Be Well,3253
musiccore,266,"2017-05-13",Be Well,3253
inkigayo,98,"2017-05-14",Palette,2072
theshow,134,"2017-05-16","Now, We",4820
showchampion,98,"2017-05-17",Palette,2072
countdown,158,"2017-05-18",I Luv it,2097
musicbank,98,"2017-05-19",Palette,2072
musiccore,266,"2017-05-20",Be Well,3253
inkigayo,158,"2017-05-21",I Luv it,2097
theshow,215,"2017-05-23",Shangri-La,7492
showchampion,208,"2017-05-24",Signal,2099
countdown,208,"2017-05-25",Signal,2099
musicbank,208,"2017-05-26",Signal,2099
musiccore,208,"2017-05-27",Signal,2099
inkigayo,208,"2017-05-28",Signal,2099
theshow,171,"2017-05-30",Don't wanna cry,2107
showchampion,208,"2017-05-31",Signal,2099
countdown,208,"2017-06-01",Signal,2099
musicbank,171,"2017-06-02",Don't wanna cry,2107
musiccore,208,"2017-06-03",Signal,2099
inkigayo,208,"2017-06-04",Signal,2099
showchampion,171,"2017-06-07",Don't wanna cry,2107
countdown,86,"2017-06-08",Calling You,8217
musicbank,208,"2017-06-09",Signal,2099
musiccore,86,"2017-06-10",Calling You,8217
inkigayo,208,"2017-06-11",Signal,2099
theshow,171,"2017-06-13",Don't wanna cry,2107
showchampion,171,"2017-06-14",Don't wanna cry,2107
countdown,171,"2017-06-15",Don't wanna cry,2107
musicbank,208,"2017-06-16",Signal,2099
musiccore,68,"2017-06-17","무제(無題) (Untitled, 2014)",2120
inkigayo,68,"2017-06-18","무제(無題) (Untitled, 2014)",2120
theshow,193,"2017-06-20",What's my name?,2123
showchampion,68,"2017-06-21","무제(無題) (Untitled, 2014)",2120
countdown,148,"2017-06-22",Cherry Bomb,2122
musicbank,417,"2017-06-23",A Daily Song,3715
musiccore,68,"2017-06-24","무제(無題) (Untitled, 2014)",2120
inkigayo,68,"2017-06-25","무제(無題) (Untitled, 2014)",2120
theshow,138,"2017-06-27",Yes I Am,2130
showchampion,138,"2017-06-28",Yes I Am,2130
countdown,138,"2017-06-29",Yes I Am,2130
musicbank,68,"2017-06-30","무제(無題) (Untitled, 2014)",2120
musiccore,138,"2017-07-01",Yes I Am,2130
inkigayo,31,"2017-07-02",As if it's your last,2129
theshow,18,"2017-07-04",FIVE,9791
showchampion,18,"2017-07-05",FIVE,9791
countdown,138,"2017-07-06",Yes I Am,2130
musicbank,138,"2017-07-07",Yes I Am,2130
musiccore,18,"2017-07-08",FIVE,9791
inkigayo,31,"2017-07-09",As if it's your last,2129
theshow,18,"2017-07-11",FIVE,9791
showchampion,18,"2017-07-12",FIVE,9791
countdown,138,"2017-07-13",Yes I Am,2130
musicbank,231,"2017-07-14","You, Clouds, Rain",9785
musiccore,18,"2017-07-15",FIVE,9791
inkigayo,31,"2017-07-16",As if it's your last,2129
theshow,165,"2017-07-18",Red Flavor,2151
showchampion,165,"2017-07-19",Red Flavor,2151
countdown,165,"2017-07-20",Red Flavor,2151
musicbank,165,"2017-07-21",Red Flavor,2151
musiccore,165,"2017-07-22",Red Flavor,2151
inkigayo,165,"2017-07-23",Red Flavor,2151
theshow,61,"2017-07-25",Ko Ko Bop,2194
showchampion,61,"2017-07-26",Ko Ko Bop,2194
countdown,61,"2017-07-27",Ko Ko Bop,2194
musicbank,61,"2017-07-28",Ko Ko Bop,2194
inkigayo,61,"2017-07-30",Ko Ko Bop,2194
theshow,61,"2017-08-01",Ko Ko Bop,2194
showchampion,61,"2017-08-02",Ko Ko Bop,2194
countdown,61,"2017-08-03",Ko Ko Bop,2194
musicbank,61,"2017-08-04",Ko Ko Bop,2194
musiccore,61,"2017-08-05",Ko Ko Bop,2194
inkigayo,61,"2017-08-06",Ko Ko Bop,2194
theshow,76,"2017-08-08",Love Whisper,2224
showchampion,76,"2017-08-09",Love Whisper,2224
countdown,61,"2017-08-10",Ko Ko Bop,2194
musicbank,76,"2017-08-11",Love Whisper,2224
musiccore,61,"2017-08-12",Ko Ko Bop,2194
inkigayo,76,"2017-08-13",Love Whisper,2224
showchampion,265,"2017-08-16",Energetic,2248
countdown,265,"2017-08-17",Energetic,2248
musicbank,265,"2017-08-18",Energetic,2248
musiccore,265,"2017-08-19",Energetic,2248
inkigayo,265,"2017-08-20",Energetic,2248
theshow,265,"2017-08-22",Energetic,2248
showchampion,265,"2017-08-23",Energetic,2248
countdown,265,"2017-08-24",Energetic,2248
musicbank,265,"2017-08-25",Energetic,2248
musiccore,265,"2017-08-26",Energetic,2248
inkigayo,265,"2017-08-27",Energetic,2248
theshow,265,"2017-08-29",Energetic,2248
showchampion,265,"2017-08-30",Energetic,2248
countdown,265,"2017-08-31",Energetic,2248
musicbank,438,"2017-09-01",Like it,3810
musiccore,265,"2017-09-02",Energetic,2248
inkigayo,268,"2017-09-03",Gashina,2270
theshow,149,"2017-09-05",We young,2257
showchampion,268,"2017-09-06",Gashina,2270
countdown,268,"2017-09-07",Gashina,2270
musicbank,438,"2017-09-08",Like it,3810
inkigayo,268,"2017-09-10",Gashina,2270
theshow,61,"2017-09-12",Power,2282
showchampion,61,"2017-09-13",Power,2282
countdown,61,"2017-09-14",Power,2282
musicbank,61,"2017-09-15",Power,2282
inkigayo,61,"2017-09-17",Power,2282
theshow,76,"2017-09-19",Summer Rain,2290
countdown,76,"2017-09-21",Summer Rain,2290
musicbank,61,"2017-09-22",Power,2282
inkigayo,268,"2017-09-24",Gashina,2270
theshow,40,"2017-09-26",DNA,2296
showchampion,40,"2017-09-27",DNA,2296
countdown,40,"2017-09-28",DNA,2296
musicbank,40,"2017-09-29",DNA,2296
inkigayo,40,"2017-10-01",DNA,2296
countdown,40,"2017-10-05",DNA,2296
musicbank,40,"2017-10-06",DNA,2296
inkigayo,40,"2017-10-08",DNA,2296
musicbank,40,"2017-10-13",DNA,2296
inkigayo,40,"2017-10-15",DNA,2296
theshow,291,"2017-10-17",Some,2519
countdown,302,"2017-10-19",Where you At,2925
musicbank,302,"2017-10-20",Where you At,2925
inkigayo,291,"2017-10-22",Some,2519
theshow,86,"2017-10-24",Can Be Better,2308
showchampion,38,"2017-10-25",Missing You,2627
countdown,38,"2017-10-26",Missing You,2627
musicbank,38,"2017-10-27",Missing You,2627
inkigayo,38,"2017-10-29",Missing You,2627
showchampion,38,"2017-11-01",Missing You,2627
countdown,38,"2017-11-02",Missing You,2627
musicbank,57,"2017-11-03",Love Story,8562
inkigayo,38,"2017-11-05",Missing You,2627
showchampion,208,"2017-11-08",Likey,2322
countdown,208,"2017-11-09",Likey,2322
musicbank,208,"2017-11-10",Likey,2322
inkigayo,208,"2017-11-12",Likey,2322
theshow,143,"2017-11-14",Dramarama,2338
showchampion,171,"2017-11-15",Clap,2336
countdown,208,"2017-11-16",Likey,2322
musicbank,171,"2017-11-17",Clap,2336
inkigayo,208,"2017-11-19",Likey,2322
theshow,60,"2017-11-21",DDD,2339
showchampion,265,"2017-11-22",Beautiful,2951
countdown,265,"2017-11-23",Beautiful,2951
musicbank,265,"2017-11-24",Beautiful,2951
musiccore,265,"2017-11-25",Beautiful,2951
inkigayo,208,"2017-11-26",Likey,2322
theshow,134,"2017-11-28",Twinkle,8862
musicbank,265,"2017-12-01",Beautiful,2951
musiccore,265,"2017-12-02",Beautiful,2951
inkigayo,444,"2017-12-03",Yes,3833
musicbank,444,"2017-12-08",Yes,3833
musiccore,265,"2017-12-09",Beautiful,2951
inkigayo,165,"2017-12-10",Peek-A-Boo,2344
musicbank,378,"2017-12-15",Emptiness in memory,3314
musiccore,265,"2017-12-16",Beautiful,2951
inkigayo,226,"2017-12-17",Snow,2373
countdown,208,"2017-12-21",Heart Shaker,2371
musicbank,208,"2017-12-22",Heart Shaker,2371
musiccore,208,"2017-12-23",Heart Shaker,2371
inkigayo,208,"2017-12-24",Heart Shaker,2371
countdown,208,"2017-12-28",Heart Shaker,2371
musicbank,208,"2017-12-29",Heart Shaker,2371
inkigayo,208,"2017-12-31",Heart Shaker,2371
musicbank,61,"2018-01-05",Universe,2389
musiccore,61,"2018-01-06",Universe,2389
inkigayo,208,"2018-01-07",Heart Shaker,2371
countdown,267,"2018-01-11",BBoom BBoom,2395
musicbank,61,"2018-01-12",Universe,2389
musiccore,208,"2018-01-13",Heart Shaker,2371
inkigayo,165,"2018-01-14",Peek-A-Boo,2344
showchampion,96,"2018-01-17",Tell Me,2400
countdown,96,"2018-01-18",Tell Me,2400
musicbank,96,"2018-01-19",Tell Me,2400
musiccore,96,"2018-01-20",Tell Me,2400
inkigayo,96,"2018-01-21",Tell Me,2400
theshow,152,"2018-01-23",Secret Garden,2437
showchampion,152,"2018-01-24",Secret Garden,2437
countdown,268,"2018-01-25",Heroine,2406
musicbank,274,"2018-01-26",My Flower,2407
musiccore,268,"2018-01-27",Heroine,2406
inkigayo,268,"2018-01-28",Heroine,2406
showchampion,267,"2018-01-31",BBoom BBoom,2395
countdown,95,"2018-02-01",Love Scenario,2412
musicbank,109,"2018-02-02",Shinin',2411
musiccore,109,"2018-02-03",Shinin',2411
inkigayo,268,"2018-02-04",Heroine,2406
theshow,267,"2018-02-06",BBoom BBoom,2395
showchampion,165,"2018-02-07",Bad Boy,2414
countdown,165,"2018-02-08",Bad Boy,2414
musicbank,165,"2018-02-09",Bad Boy,2414
inkigayo,165,"2018-02-11",Bad Boy,2414
showchampion,171,"2018-02-14",Thanks,2420
countdown,165,"2018-02-15",Bad Boy,2414
musicbank,171,"2018-02-16",Home,3925
inkigayo,95,"2018-02-18",Love Scenario,2412
countdown,267,"2018-02-22",BBoom BBoom,2395
musicbank,267,"2018-02-23",BBoom BBoom,2395
musiccore,95,"2018-02-24",Love Scenario,2412
inkigayo,95,"2018-02-25",Love Scenario,2412
theshow,409,"2018-02-27",Where I am gone,3683
countdown,95,"2018-03-01",Love Scenario,2412
musicbank,95,"2018-03-02",Love Scenario,2412
musiccore,95,"2018-03-03",Love Scenario,2412
inkigayo,95,"2018-03-04",Love Scenario,2412
theshow,260,"2018-03-06",True Love,7063
showchampion,95,"2018-03-07",Love Scenario,2412
countdown,95,"2018-03-08",Love Scenario,2412
musicbank,260,"2018-03-09",True Love,7063
musiccore,95,"2018-03-10",Love Scenario,2412
inkigayo,267,"2018-03-11",BBoom BBoom,2395
theshow,138,"2018-03-13",Starry Night,2514
showchampion,138,"2018-03-14",Starry Night,2514
countdown,138,"2018-03-15",Starry Night,2514
musicbank,138,"2018-03-16",Starry Night,2514
musiccore,265,"2018-03-17",I.P.U.,2443
inkigayo,138,"2018-03-18",Starry Night,2514
theshow,138,"2018-03-20",Starry Night,2514
showchampion,265,"2018-03-21",I.P.U.,2443
countdown,138,"2018-03-22",Starry Night,2514
musicbank,80,"2018-03-23",Look,2453
inkigayo,138,"2018-03-25",Starry Night,2514
theshow,148,"2018-03-27",Touch,2449
showchampion,265,"2018-03-28",Boomerang,2458
countdown,265,"2018-03-29",Boomerang,2458
musicbank,265,"2018-03-30",Boomerang,2458
musiccore,265,"2018-03-31",Boomerang,2458
inkigayo,138,"2018-04-01",Starry Night,2514
theshow,265,"2018-04-03",Boomerang,2458
showchampion,265,"2018-04-04",Boomerang,2458
countdown,265,"2018-04-05",Boomerang,2458
musicbank,265,"2018-04-06",Boomerang,2458
musiccore,265,"2018-04-07",Boomerang,2458
inkigayo,267,"2018-04-08",BBoom BBoom,2395
theshow,60,"2018-04-10",Lady,2479
countdown,217,"2018-04-12",Everyday,2474
musicbank,265,"2018-04-13",Boomerang,2458
musiccore,217,"2018-04-14",Everyday,2474
inkigayo,217,"2018-04-15",Everyday,2474
theshow,143,"2018-04-17",Jealousy,2465
showchampion,208,"2018-04-18",What is Love?,2480
countdown,208,"2018-04-19",What is Love?,2480
musicbank,208,"2018-04-20",What is Love?,2480
musiccore,208,"2018-04-21",What is Love?,2480
inkigayo,208,"2018-04-22",What is Love?,2480
theshow,215,"2018-04-24",Scentist,2490
showchampion,208,"2018-04-25",What is Love?,2480
countdown,208,"2018-04-26",What is Love?,2480
musicbank,208,"2018-04-27",What is Love?,2480
musiccore,208,"2018-04-28",What is Love?,2480
inkigayo,208,"2018-04-29",What is Love?,2480
theshow,134,"2018-05-01",That day,2494
showchampion,208,"2018-05-02",What is Love?,2480
countdown,217,"2018-05-03",Everyday,2474
musicbank,417,"2018-05-04",The Only Star,3716
inkigayo,208,"2018-05-06",What is Love?,2480
theshow,76,"2018-05-08",Time for the Moon Night,2527
showchampion,76,"2018-05-09",Time for the Moon Night,2527
countdown,76,"2018-05-10",Time for the Moon Night,2527
