"musicshow","id_artist","date","musicname","id_musicvideo"
showchampion,31,"2022-09-21",Shut Down,27712
countdown,31,"2022-09-22",Shut Down,27712
musicbank,1408,"2022-09-23",After LIKE,21747
musiccore,1408,"2022-09-24",After LIKE,21747
inkigayo,31,"2022-09-25",Shut Down,27712
showchampion,31,"2022-09-28",Shut Down,27712
countdown,31,"2022-09-29",Shut Down,27712
musicbank,148,"2022-09-30","2 Baddies",27614
musiccore,148,"2022-10-01","2 Baddies",27614
inkigayo,31,"2022-10-02",Shut Down,27712
theshow,616,"2022-10-04",PARTY ROCK,28482
showchampion,31,"2022-10-05",Shut Down,27712
countdown,31,"2022-10-06",Shut Down,27712
musicbank,1408,"2022-10-07",After LIKE,21747
musiccore,31,"2022-10-08",Shut Down,27712
inkigayo,31,"2022-10-09",Shut Down,27712
showchampion,288,"2022-10-12",CASE 143,29100
countdown,288,"2022-10-13",CASE 143,29100
musicbank,288,"2022-10-14",CASE 143,29100
inkigayo,31,"2022-10-16",Shut Down,27712
theshow,664,"2022-10-18",Uh-Heung,29102
showchampion,288,"2022-10-19",CASE 143,29100
countdown,288,"2022-10-20",CASE 143,29100
musicbank,288,"2022-10-21",CASE 143,29100
musiccore,1408,"2022-10-22",After LIKE,21747
inkigayo,1408,"2022-10-23",After LIKE,21747
theshow,292,"2022-10-25",Nxde,29532
showchampion,292,"2022-10-26",Nxde,29532
countdown,292,"2022-10-27",Nxde,29532
musicbank,292,"2022-10-28",Nxde,29532
musiccore,292,"2022-10-29",Nxde,29532
musicbank,2703,"2022-11-04",ANTIFRAGILE,29525
inkigayo,292,"2022-11-06",Nxde,29532
showchampion,292,"2022-11-09",Nxde,29532
countdown,1421,"2022-11-10",The Astronaut,30021
musicbank,2703,"2022-11-11",ANTIFRAGILE,29525
musiccore,292,"2022-11-12",Nxde,29532
inkigayo,292,"2022-11-13",Nxde,29532
theshow,86,"2022-11-15",Alone,30435
showchampion,86,"2022-11-16",Alone,30435
musicbank,86,"2022-11-18",Alone,30435
musiccore,292,"2022-11-19",Nxde,29532
inkigayo,292,"2022-11-20",Nxde,29532
theshow,677,"2022-11-22",Selfish,30948
showchampion,459,"2022-11-23",Tap Tap,30950
musicbank,459,"2022-11-25",Tap Tap,30950
musiccore,689,"2022-11-26",LONDON BOY,31053
inkigayo,262,"2022-11-27",Event Horizon,19628
showchampion,1507,"2022-11-30",Dragon,31514
musicbank,3543,"2022-12-02",♡TiCON,31137
musiccore,2703,"2022-12-03",ANTIFRAGILE,29525
inkigayo,262,"2022-12-04",Event Horizon,19628
showchampion,165,"2022-12-07",Birthday,31851
musicbank,460,"2022-12-09",Cheshire,31963
musiccore,2703,"2022-12-10",ANTIFRAGILE,29525
inkigayo,262,"2022-12-11",Event Horizon,19628
showchampion,165,"2022-12-14",Birthday,31851
musicbank,117,"2022-12-16",WHEN I MOVE,31897
musiccore,2703,"2022-12-17",ANTIFRAGILE,29525
musicbank,262,"2022-12-23",Event Horizon,19628
countdown,149,"2022-12-29",Candy,32856
musicbank,149,"2022-12-30",Candy,32856
musicbank,463,"2023-01-06",HALAZIA,33350
musiccore,3457,"2023-01-07",Ditto,33050
inkigayo,3457,"2023-01-08",Ditto,33050
countdown,3457,"2023-01-12",OMG,33426
musicbank,3457,"2023-01-13",Ditto,33050
musiccore,3457,"2023-01-14",Ditto,33050
inkigayo,3457,"2023-01-15",OMG,33426
countdown,199,"2023-01-19",VIBE,33644
musicbank,143,"2023-01-20",Beautiful Liar,33541
countdown,3457,"2023-01-26",OMG,33426
musicbank,3457,"2023-01-27",OMG,33426
musiccore,3457,"2023-01-28",Ditto,33050
inkigayo,3457,"2023-01-29",Ditto,33050
countdown,465,"2023-02-02",Sugar Rush Ride,34323
musicbank,465,"2023-02-03",Sugar Rush Ride,34323
musiccore,3457,"2023-02-04",Ditto,33050
inkigayo,3457,"2023-02-05",Ditto,33050
showchampion,148,"2023-02-08",Ay-Yo,34609
countdown,465,"2023-02-09",Sugar Rush Ride,34323
musicbank,148,"2023-02-10",Ay-Yo,34609
musiccore,148,"2023-02-11",Ay-Yo,34609
inkigayo,465,"2023-02-12",Sugar Rush Ride,34323
showchampion,3064,"2023-02-15",Fighting,34977
countdown,3064,"2023-02-16",Fighting,34977
musicbank,3064,"2023-02-17",Fighting,34977
musiccore,3064,"2023-02-18",Fighting,34977
inkigayo,3064,"2023-02-19",Fighting,34977
theshow,704,"2023-02-21",Teddy Bear,35461
showchampion,704,"2023-02-22",Teddy Bear,35461
countdown,3064,"2023-02-23",Fighting,34977
musicbank,704,"2023-02-24",Teddy Bear,35461
musiccore,3064,"2023-02-25",Fighting,34977
inkigayo,704,"2023-02-26",Teddy Bear,35461
theshow,1300,"2023-02-28",Wish Lanterns,35794
showchampion,283,"2023-03-01",ROAR,35792
countdown,3064,"2023-03-02",Fighting,34977
musicbank,283,"2023-03-03",ROAR,35792
musiccore,283,"2023-03-04",ROAR,35792
inkigayo,283,"2023-03-05",ROAR,35792
showchampion,704,"2023-03-08",Teddy Bear,35461
countdown,394,"2023-03-09",On the street,36054
musicbank,283,"2023-03-10",ROAR,35792
musiccore,704,"2023-03-11",Teddy Bear,35461
theshow,616,"2023-03-14",Groovy,36078
countdown,394,"2023-03-16",On the street,36054
musicbank,208,"2023-03-17",SET ME FREE,36153
musiccore,392,"2023-03-18",O (Circle),36081
inkigayo,3457,"2023-03-19",OMG,33426
showchampion,208,"2023-03-22",SET ME FREE,36153
countdown,2649,"2023-03-23",Set Me Free Pt.2,36384
musicbank,712,"2023-03-24",Rover,36248
musiccore,712,"2023-03-25",Rover,36248
inkigayo,3457,"2023-03-26",OMG,33426
theshow,490,"2023-03-28",Spring Breeze,36479
showchampion,1494,"2023-03-29",Love Me Like This,36478
countdown,2649,"2023-03-30",Like Crazy,36535
musicbank,2649,"2023-03-31",Like Crazy,36535
inkigayo,3457,"2023-04-02",Hype Boy,21527
theshow,1391,"2023-04-04",EUNOIA,36728
showchampion,2559,"2023-04-05",FLOWER,36772
countdown,2649,"2023-04-06",Like Crazy,36535
musicbank,2649,"2023-04-07",Like Crazy,36535
musiccore,1408,"2023-04-08",Kitsch,36716
inkigayo,1408,"2023-04-09",Kitsch,36716
showchampion,2559,"2023-04-12",FLOWER,36772
countdown,2559,"2023-04-13",FLOWER,36772
musicbank,2559,"2023-04-14",FLOWER,36772
musiccore,2559,"2023-04-15",FLOWER,36772
inkigayo,2559,"2023-04-16",FLOWER,36772
theshow,1408,"2023-04-18",I AM,37130
showchampion,1408,"2023-04-19",I AM,37130
countdown,1408,"2023-04-20",I AM,37130
musicbank,1408,"2023-04-21",I AM,37130
musiccore,1408,"2023-04-22",I AM,37130
inkigayo,1408,"2023-04-23",I AM,37130
theshow,1879,"2023-04-25",Predator,37944
showchampion,2559,"2023-04-26",FLOWER,36772
countdown,1408,"2023-04-27",I AM,37130
musicbank,5075,"2023-04-28",Perfume,37940
musiccore,5075,"2023-04-29",Perfume,37940
inkigayo,2559,"2023-04-30",FLOWER,36772
showchampion,171,"2023-05-03",Super,38257
countdown,171,"2023-05-04",Super,38257
musicbank,171,"2023-05-05",Super,38257
musiccore,171,"2023-05-06",Super,38257
inkigayo,171,"2023-05-07",Super,38257
theshow,2703,"2023-05-09",UNFORGIVEN,39187
showchampion,2703,"2023-05-10",UNFORGIVEN,39187
countdown,2703,"2023-05-11",UNFORGIVEN,39187
musicbank,2703,"2023-05-12",UNFORGIVEN,39187
musiccore,2703,"2023-05-13",UNFORGIVEN,39187
inkigayo,2703,"2023-05-14",UNFORGIVEN,39187
theshow,454,"2023-05-16",Erase Me,39584
countdown,707,"2023-05-18",Spicy,39583
musicbank,707,"2023-05-19",Spicy,39583
musiccore,707,"2023-05-20",Spicy,39583
inkigayo,707,"2023-05-21",Spicy,39583
theshow,292,"2023-05-23",Queencard,40192
showchampion,292,"2023-05-24",Queencard,40192
countdown,292,"2023-05-25",Queencard,40192
musicbank,292,"2023-05-26",Queencard,40192
musiccore,292,"2023-05-27",Queencard,40192
inkigayo,292,"2023-05-28",Queencard,40192
theshow,56,"2023-05-30",BONVOYAGE,43576
showchampion,56,"2023-05-31",BONVOYAGE,43576
countdown,713,"2023-06-01",Bite Me,43303
musicbank,713,"2023-06-02",Bite Me,43303
musiccore,292,"2023-06-03",Queencard,40192
inkigayo,292,"2023-06-04",Queencard,40192
theshow,487,"2023-06-06",LOSER,43927
showchampion,288,"2023-06-07",S-Class,44437
countdown,288,"2023-06-08",S-Class,44437
musicbank,288,"2023-06-09",S-Class,44437
musiccore,292,"2023-06-10",Queencard,40192
inkigayo,292,"2023-06-11",Queencard,40192
theshow,279,"2023-06-13",#menow,45190
showchampion,288,"2023-06-14",S-Class,44437
countdown,288,"2023-06-15",S-Class,44437
musicbank,288,"2023-06-16",S-Class,44437
musiccore,689,"2023-06-17",Grain of Sand,44969
inkigayo,1408,"2023-06-18",I AM,37130
theshow,463,"2023-06-20",BOUNCY,46090
showchampion,463,"2023-06-21",BOUNCY,46090
countdown,40,"2023-06-22",Take Two,45852
musicbank,463,"2023-06-23",BOUNCY,46090
musiccore,292,"2023-06-24",Queencard,40192
inkigayo,1408,"2023-06-25",I AM,37130
theshow,463,"2023-06-27",BOUNCY,46090
showchampion,689,"2023-06-28",Grain of Sand,44969
countdown,40,"2023-06-29",Take Two,45852
musicbank,463,"2023-06-30",BOUNCY,46090
musiccore,292,"2023-07-01",Queencard,40192
inkigayo,2559,"2023-07-02",FLOWER,36772
theshow,660,"2023-07-04",Dive Into,46944
showchampion,172,"2023-07-05",HARD,46897
countdown,40,"2023-07-06",Take Two,45852
musicbank,172,"2023-07-07",HARD,46897
musiccore,172,"2023-07-08",HARD,46897
inkigayo,172,"2023-07-09",HARD,46897
showchampion,172,"2023-07-12",HARD,46897
countdown,3457,"2023-07-13",Super Shy,47408
musicbank,292,"2023-07-14",Queencard,40192
musiccore,689,"2023-07-15",Grain of Sand,44969
inkigayo,2703,"2023-07-16","Eve, Psyche & The Bluebeard's wife",43455
theshow,5769,"2023-07-18",In Bloom,47878
showchampion,5769,"2023-07-19",In Bloom,47878
countdown,1495,"2023-07-20",Seven,48022
musicbank,61,"2023-07-21",Cream Soda,47874
musiccore,3457,"2023-07-22",Super Shy,47408
inkigayo,3457,"2023-07-23",Super Shy,47408
theshow,5769,"2023-07-25",In Bloom,47878
showchampion,149,"2023-07-26",ISTJ,48208
countdown,1495,"2023-07-27",Seven,48022
musicbank,149,"2023-07-28",ISTJ,48208
musiccore,149,"2023-07-29",ISTJ,48208
inkigayo,1495,"2023-07-30",Seven,48022
theshow,152,"2023-08-01",Summer Comes,48469
showchampion,1495,"2023-08-02",Seven,48022
countdown,1495,"2023-08-03",Seven,48022
musicbank,149,"2023-08-04",ISTJ,48208
musiccore,1495,"2023-08-05",Seven,48022
inkigayo,1495,"2023-08-06",Seven,48022
theshow,1292,"2023-08-08",The Flash,48804
showchampion,1495,"2023-08-09",Seven,48022
countdown,3457,"2023-08-10",ETA,48360
musicbank,460,"2023-08-11",CAKE,48758
inkigayo,1495,"2023-08-13",Seven,48022
theshow,1349,"2023-08-15",TAXI,49037
showchampion,3457,"2023-08-16",Super Shy,47408
countdown,3457,"2023-08-17",ETA,48360
musicbank,283,"2023-08-18",LIP GLOSS,48969
inkigayo,3457,"2023-08-20",Super Shy,47408
countdown,607,"2023-08-24",Love Me Again,49042
musicbank,1516,"2023-08-25",Killin' me good,49654
musiccore,1495,"2023-08-26",Seven,48022
inkigayo,3457,"2023-08-27",Super Shy,47408
theshow,704,"2023-08-29",Bubble,49571
showchampion,467,"2023-08-30",SLAY,49630
countdown,607,"2023-08-31",Love Me Again,49042
musicbank,704,"2023-09-01",Bubble,49571
musiccore,1495,"2023-09-02",Seven,48022
inkigayo,3457,"2023-09-03",ETA,48360
theshow,1454,"2023-09-05",SEOUL,50207
showchampion,150,"2023-09-06",Baggy Jeans,50119
countdown,607,"2023-09-07",Love Me Again,49042
musicbank,150,"2023-09-08",Baggy Jeans,50119
musiccore,1495,"2023-09-09",Seven,48022
inkigayo,3457,"2023-09-10",ETA,48360
theshow,5338,"2023-09-12",But sometimes,50582
showchampion,5338,"2023-09-13",But sometimes,50582
countdown,607,"2023-09-14",Slow Dancing,51103
musicbank,607,"2023-09-15",Slow Dancing,51103
musiccore,14,"2023-09-16",Love Lee,49719
inkigayo,14,"2023-09-17",Love Lee,49719
theshow,2322,"2023-09-19",Hello,51004
showchampion,607,"2023-09-20",Slow Dancing,51103
countdown,607,"2023-09-21",Slow Dancing,51103
musicbank,607,"2023-09-22",Slow Dancing,51103
musiccore,14,"2023-09-23",Love Lee,49719
showchampion,1507,"2023-09-27",Vroom Vroom,51580
countdown,607,"2023-09-28",Slow Dancing,51103
musicbank,1507,"2023-09-29",Vroom Vroom,51580
countdown,1495,"2023-10-05","3D",51829
musicbank,454,"2023-10-06",Baila Conmigo,51665
theshow,454,"2023-10-10",Baila Conmigo,51665
showchampion,148,"2023-10-11",Fact Check,51998
countdown,1495,"2023-10-12","3D",51829
musicbank,148,"2023-10-13",Fact Check,51998
musiccore,148,"2023-10-14",Fact Check,51998
inkigayo,14,"2023-10-15",Love Lee,49719
showchampion,148,"2023-10-18",Fact Check,51998
countdown,1495,"2023-10-19","3D",51829
musicbank,465,"2023-10-20",Chasing That Feeling,52177
musiccore,689,"2023-10-21",Do or Die,52035
inkigayo,14,"2023-10-22",Love Lee,49719
showchampion,1408,"2023-10-25",Baddie,52176
countdown,1408,"2023-10-26",Baddie,52176
musicbank,465,"2023-10-27",Chasing That Feeling,52177
musiccore,689,"2023-10-28",Do or Die,52035
inkigayo,1408,"2023-10-29",Either Way,51648
showchampion,171,"2023-11-01",God of Music,52543
countdown,171,"2023-11-02",God of Music,52543
musicbank,171,"2023-11-03",God of Music,52543
musiccore,171,"2023-11-04",God of Music,52543
inkigayo,171,"2023-11-05",God of Music,52543
showchampion,1015,"2023-11-08",HEARTRIS,52864
countdown,1495,"2023-11-09",Standing Next To You,53196
musicbank,1495,"2023-11-10",Seven,48022
musiccore,198,"2023-11-11",Guilty,52862
inkigayo,1408,"2023-11-12",Baddie,52176
showchampion,288,"2023-11-15",LALALALA,53489
countdown,1495,"2023-11-16",Standing Next To You,53196
musicbank,288,"2023-11-17",LALALALA,53489
musiccore,288,"2023-11-18",LALALALA,53489
inkigayo,1408,"2023-11-19",Baddie,52176
musicbank,713,"2023-11-24",Sweet Venom,54030
musiccore,165,"2023-11-25",Chill Kill,53738
inkigayo,707,"2023-11-26",Drama,53490
musicbank,283,"2023-12-01",WATCH IT,54299
musiccore,283,"2023-12-02",WATCH IT,54299
inkigayo,1408,"2023-12-03",Baddie,52176
showchampion,463,"2023-12-06",Crazy Form,54889
musicbank,463,"2023-12-08",Crazy Form,54889
musiccore,2703,"2023-12-09",Perfect Night,52743
inkigayo,200,"2023-12-10",To. X,54806
musicbank,463,"2023-12-15",Crazy Form,54889
musiccore,2703,"2023-12-16",Perfect Night,52743
musicbank,463,"2023-12-22",Crazy Form,54889
musicbank,61,"2023-12-29",The First Snow,22430
musicbank,148,"2024-01-05",Be There For Me,55688
inkigayo,707,"2024-01-07",Drama,53490
countdown,2649,"2024-01-11",Closer Than This,55699
musicbank,148,"2024-01-12",Be There For Me,55688
musiccore,200,"2024-01-13",To. X,54806
inkigayo,707,"2024-01-14",Drama,53490
countdown,6097,"2024-01-18",Love 119,56990
musicbank,460,"2024-01-19",UNTOUCHABLE,57170
musiccore,200,"2024-01-20",To. X,54806
inkigayo,6097,"2024-01-21",Love 119,56990
showchampion,1494,"2024-01-24",Dash,57479
countdown,1494,"2024-01-25",Dash,57479
musicbank,1494,"2024-01-26",Dash,57479
musiccore,200,"2024-01-27",To. X,54806
inkigayo,1494,"2024-01-28",Dash,57479
showchampion,6349,"2024-01-31",UGLY,57921
countdown,98,"2024-02-01",Love wins all,58016
musicbank,6349,"2024-02-02",UGLY,57921
musiccore,98,"2024-02-03",Love wins all,58016
inkigayo,98,"2024-02-04",Love wins all,58016
showchampion,292,"2024-02-07",Super Lady,58165
countdown,292,"2024-02-08",Super Lady,58165
musicbank,98,"2024-02-09",Love wins all,58016
showchampion,6909,"2024-02-14",plot twist,57910
countdown,292,"2024-02-15",Super Lady,58165
musicbank,695,"2024-02-16",Killin\' It,58714
musiccore,98,"2024-02-17",Love wins all,58016
inkigayo,98,"2024-02-18",Love wins all,58016
theshow,6909,"2024-02-20",plot twist,57910
showchampion,6909,"2024-02-21",plot twist,57910
countdown,292,"2024-02-22",Super Lady,58165
musicbank,6909,"2024-02-23",plot twist,57910
musiccore,98,"2024-02-24",Love wins all,58016
inkigayo,98,"2024-02-25",Love wins all,58016
showchampion,2703,"2024-02-28",EASY,59676
countdown,2703,"2024-02-29",EASY,59676
musicbank,2703,"2024-03-01",EASY,59676
musiccore,2703,"2024-03-02",EASY,59676
inkigayo,2703,"2024-03-03",EASY,59676
theshow,616,"2024-03-05",Love or Die,60070
showchampion,7477,"2024-03-06",WAY 4 LUV,61111
countdown,2703,"2024-03-07",EASY,59676
musicbank,616,"2024-03-08",Love or Die,60070
musiccore,7477,"2024-03-09",WAY 4 LUV,61111
inkigayo,2703,"2024-03-10",EASY,59676
theshow,6441,"2024-03-12",WISH,60518
showchampion,6441,"2024-03-13",WISH,60518
countdown,2703,"2024-03-14",EASY,59676
musicbank,2703,"2024-03-15",EASY,59676
musiccore,515,"2024-03-16",Bam Yang Gang,59208
inkigayo,515,"2024-03-17",Bam Yang Gang,59208
theshow,86,"2024-03-19",BODY,61109
showchampion,1507,"2024-03-20",LIGHTHOUSE,61107
countdown,607,"2024-03-21",FRI(END)S,61291
musicbank,86,"2024-03-22",BODY,61109
inkigayo,6909,"2024-03-24",plot twist,57910
showchampion,283,"2024-03-27",Nectar,61342
countdown,607,"2024-03-28",FRI(END)S,61291
musicbank,283,"2024-03-29",Nectar,61342
musiccore,283,"2024-03-30",Nectar,61342
inkigayo,292,"2024-03-31",Fate,58178
theshow,7581,"2024-04-02",Magnetic,61693
showchampion,149,"2024-04-03",Smoothie,61672
countdown,149,"2024-04-04",Smoothie,61672
musicbank,149,"2024-04-05",Smoothie,61672
musiccore,149,"2024-04-06",Smoothie,61672
inkigayo,292,"2024-04-07",Fate,58178
theshow,7581,"2024-04-09",Magnetic,61693
showchampion,465,"2024-04-10",Deja Vu,61974
countdown,465,"2024-04-11",Deja Vu,61974
musicbank,465,"2024-04-12",Deja Vu,61974
musiccore,7581,"2024-04-13",Magnetic,61693
inkigayo,292,"2024-04-14",Fate,58178
theshow,464,"2024-04-16",Bye My Monster,62205
showchampion,7581,"2024-04-17",Magnetic,61693
countdown,7581,"2024-04-18",Magnetic,61693
musicbank,7581,"2024-04-19",Magnetic,61693
musiccore,7581,"2024-04-20",Magnetic,61693
inkigayo,7581,"2024-04-21",Magnetic,61693
theshow,5338,"2024-04-23","Earth, Wind & Fire",62650
showchampion,5338,"2024-04-24","Earth, Wind & Fire",62650
countdown,7581,"2024-04-25",Magnetic,61693
musicbank,5338,"2024-04-26","Earth, Wind & Fire",62650
musiccore,7581,"2024-04-27",Magnetic,61693
inkigayo,7581,"2024-04-28",Magnetic,61693
showchampion,871,"2024-05-01",Little Light,62807
countdown,5229,"2024-05-02",SHEESH,61953
musicbank,1300,"2024-05-03",Trip to the Sky,62804
musiccore,1300,"2024-05-04",Trip to the Sky,62804
inkigayo,7581,"2024-05-05",Magnetic,61693
theshow,273,"2024-05-07",But I,63142
showchampion,171,"2024-05-08",MAESTRO,63084
countdown,171,"2024-05-09",MAESTRO,63084
musicbank,171,"2024-05-10",MAESTRO,63084
musiccore,171,"2024-05-11",MAESTRO,63084
inkigayo,225,"2024-05-12",SPOT!,63000
theshow,4410,"2024-05-14",Girls Never Die,63549
countdown,171,"2024-05-16",MAESTRO,63084
musicbank,171,"2024-05-17",MAESTRO,63084
musiccore,689,"2024-05-18",Warmth,63506
inkigayo,225,"2024-05-19",SPOT!,63000
theshow,5769,"2024-05-21",Feel the POP,63723
showchampion,5769,"2024-05-22",Feel the POP,63723
countdown,707,"2024-05-23",Supernova,63722
musicbank,5769,"2024-05-24",Feel the POP,63723
musiccore,707,"2024-05-25",Supernova,63722
inkigayo,707,"2024-05-26",Supernova,63722
theshow,5769,"2024-05-28",Feel the POP,63723
showchampion,3457,"2024-05-29",How Sweet,64109
countdown,707,"2024-05-30",Supernova,63722
musicbank,3457,"2024-05-31",How Sweet,64109
musiccore,707,"2024-06-01",Supernova,63722
theshow,463,"2024-06-04",WORK,64500
showchampion,707,"2024-06-05",Armageddon,64307
countdown,707,"2024-06-06",Armageddon,64307
musicbank,463,"2024-06-07",WORK,64500
musiccore,3457,"2024-06-08",How Sweet,64109
theshow,1016,"2024-06-11",Give Me That,64662
showchampion,1434,"2024-06-12",Shooting Star,64664
countdown,707,"2024-06-13",Armageddon,64307
musicbank,707,"2024-06-14",Supernova,63722
musiccore,3457,"2024-06-15",How Sweet,64109
inkigayo,707,"2024-06-16",Supernova,63722
showchampion,1545,"2024-06-19",ABCD,64978
countdown,707,"2024-06-20",Armageddon,64307
musicbank,1545,"2024-06-21",ABCD,64978
musiccore,3457,"2024-06-22",How Sweet,64109
inkigayo,707,"2024-06-23",Supernova,63722
theshow,6097,"2024-06-25",Boom Boom Bass,65166
showchampion,6097,"2024-06-26",Boom Boom Bass,65166
countdown,6097,"2024-06-27",Boom Boom Bass,65166
musicbank,6097,"2024-06-28",Boom Boom Bass,65166
inkigayo,6097,"2024-06-30",Boom Boom Bass,65166
theshow,6909,"2024-07-02","If I'm S, can you be my N?",65341
showchampion,6909,"2024-07-03","If I'm S, can you be my N?",65341
countdown,1383,"2024-07-04",Small Girl,65299
musicbank,6909,"2024-07-05","If I'm S, can you be my N?",65341
musiccore,1383,"2024-07-06",Small Girl,65299
inkigayo,1383,"2024-07-07",Small Girl,65299
theshow,5634,"2024-07-09",Sticky,65447
showchampion,6441,"2024-07-10",Songbird,65536
countdown,2649,"2024-07-11",Smeraldo Garden Marching Band,65407
musicbank,704,"2024-07-12",Cheeky Icy Thang,65537
musiccore,1383,"2024-07-13",Small Girl,65299
inkigayo,1383,"2024-07-14",Small Girl,65299
showchampion,5634,"2024-07-17",Sticky,65447
countdown,2649,"2024-07-18",Smeraldo Garden Marching Band,65407
musicbank,713,"2024-07-19",XO,65742
musiccore,1383,"2024-07-20",Small Girl,65299
countdown,288,"2024-07-25",Chk Chk Boom,66027
musicbank,288,"2024-07-26",Chk Chk Boom,66027
showchampion,288,"2024-07-31",Chk Chk Boom,66027
musicbank,148,"2024-08-02",Walk,65925
showchampion,288,"2024-08-07",Chk Chk Boom,66027
countdown,2649,"2024-08-08",Who,66040
musicbank,148,"2024-08-09",Walk,65925
musiccore,148,"2024-08-10",Walk,65925
inkigayo,292,"2024-08-11",Klaxon,65667
showchampion,288,"2024-08-14",Chk Chk Boom,66027
countdown,2649,"2024-08-15",Who,66040
musicbank,288,"2024-08-16",Chk Chk Boom,66027
inkigayo,292,"2024-08-18",Klaxon,65667
theshow,279,"2024-08-20",Supersonic,66691
countdown,279,"2024-08-22",Supersonic,66691
musicbank,279,"2024-08-23",Supersonic,66691
musiccore,279,"2024-08-24",Supersonic,66691
inkigayo,292,"2024-08-25",Klaxon,65667
theshow,270,"2024-08-27","Don\'t Worry, Be Happy",67067
countdown,1494,"2024-08-29",See that?,67066
musicbank,1494,"2024-08-30",See that?,67066
musiccore,7477,"2024-08-31",Pump Up The Volume!,68273
inkigayo,1494,"2024-09-01",See that?,67066
theshow,5769,"2024-09-03",GOOD SO BAD,67890
showchampion,5769,"2024-09-04",GOOD SO BAD,67890
countdown,5769,"2024-09-05",GOOD SO BAD,67890
musicbank,5769,"2024-09-06",GOOD SO BAD,67890
musiccore,752,"2024-09-07",Smoke,67893
inkigayo,5769,"2024-09-08",GOOD SO BAD,67890
showchampion,2703,"2024-09-11",CRAZY,68213
countdown,2703,"2024-09-12",CRAZY,68213
musicbank,25,"2024-09-13",Pineapple Slice,68424
musiccore,54,"2024-09-14",Melt Down,68331
countdown,2703,"2024-09-19",CRAZY,68213
musicbank,5338,"2024-09-20",Nice Guy,68546
musiccore,54,"2024-09-21",Melt Down,68331
inkigayo,5338,"2024-09-22",Nice Guy,68546
theshow,695,"2024-09-24",SAD SONG,68730
showchampion,695,"2024-09-25",SAD SONG,68730
countdown,2703,"2024-09-26",CRAZY,68213
musicbank,695,"2024-09-27",SAD SONG,68730
musiccore,54,"2024-09-28",Melt Down,68331
inkigayo,54,"2024-09-29",HAPPY,61866
showchampion,511,"2024-10-02",Electric Shock,68925
countdown,2214,"2024-10-03",GGUM,68722
musicbank,6441,"2024-10-04",Steady,68886
musiccore,361,"2024-10-05",Pleasure shop,68874
inkigayo,54,"2024-10-06",HAPPY,61866
showchampion,6397,"2024-10-09",My Name is Malgeum,69075
countdown,6397,"2024-10-10",My Name is Malgeum,69075
musicbank,569,"2024-10-11",Automatic,69070
musiccore,6397,"2024-10-12",My Name is Malguem,69075
countdown,366,"2024-10-17",Mantra,69359
musicbank,5280,"2024-10-18","Hello, my first love",69191
musiccore,2446,"2024-10-19",UP,69232
showchampion,171,"2024-10-23","LOVE, MONEY, FAME",69408
countdown,8197,"2024-10-24",APT.,69567
musicbank,171,"2024-10-25","LOVE, MONEY, FAME",69408
musiccore,171,"2024-10-26","LOVE, MONEY, FAME",69408
inkigayo,8197,"2024-10-27",APT.,69567
theshow,5634,"2024-10-29",Get Loud,69527
showchampion,707,"2024-10-30",Whiplash,69599
countdown,8197,"2024-10-31",APT.,69567
musicbank,707,"2024-11-01",Whiplash,69599
musiccore,8197,"2024-11-02",APT.,69567
inkigayo,8197,"2024-11-03",APT.,69567
theshow,4410,"2024-11-05",Hit the Floor,69642
showchampion,283,"2024-11-06",TRIGGER,69723
musicbank,283,"2024-11-08",TRIGGER,69723
musiccore,8197,"2024-11-09",APT.,69567
inkigayo,8197,"2024-11-10",APT.,69567
theshow,1434,"2024-11-12",TIPI-TAP,69785
showchampion,465,"2024-11-13",Over the moon,69816
musicbank,465,"2024-11-15",Over the moon,69816
musiccore,8197,"2024-11-16",APT.,69567
inkigayo,707,"2024-11-17",Whiplash,69599
showchampion,149,"2024-11-20",When I\'m With You,69928
musicbank,149,"2024-11-22",When I\'m With You,69928
musiccore,149,"2024-11-23",When I\'m With You,69928
inkigayo,707,"2024-11-24",Whiplash,69599
