"data","ranklist"
"2023-04-29","[[4454,""FIFTY FIFTY"",""Cupid"",9,192],[1408,""IVE"",""I Am"",21,180],[2559,""Jisoo"",""Flower"",23,178],[2649,""Jimin"",""Like Crazy"",25,176],[3457,""NewJeans"",""OMG"",45,156],[1408,""IVE"",""Kitsch"",59,142],[3457,""NewJeans"",""Ditto"",87,114],[""12"",""Agust D"",""People Pt.2"",174,27],[""31"",""Blackpink"",""Shut Down"",180,21],[""31"",""Blackpink"",""Pink Venom"",190,11],[3457,""NewJeans"",""Hype Boy"",195,6]]"
"2023-05-06","[[4454,""FIFTY FIFTY"",""Cupid"",8,193],[12,""Agust D"",""Haegeum"",15,186],[2649,""Jimin"",""Like Crazy"",26,175],[1408,""IVE"",""I Am"",27,174],[2559,""Jisoo"",""Flower"",30,171],[3457,""NewJeans"",""OMG"",53,148],[171,""Seventeen"",""Super"",63,138],[1408,""IVE"",""Kitsch"",99,102],[3457,""NewJeans"",""Ditto"",103,98],[""12"",""Agust D"",""People Pt.2"",105,96],[12,""Agust D"",""Amygdala"",161,40],[""31"",""Blackpink"",""Pink Venom"",169,32],[""31"",""Blackpink"",""Shut Down"",173,28]]"
"2023-05-13","[[4454,""FIFTY FIFTY"",""Cupid"",5,196],[2559,""Jisoo"",""Flower"",28,173],[1408,""IVE"",""I Am"",34,167],[2649,""Jimin"",""Like Crazy"",36,165],[171,""Seventeen"",""Super"",37,164],[3457,""NewJeans"",""OMG"",54,147],[""2703"",""LE SSERAFIM"",""Unforgiven"",61,140],[3457,""NewJeans"",""Ditto"",102,99],[12,""Agust D"",""Haegeum"",109,92],[1408,""IVE"",""Kitsch"",134,67],[""199"",""TAEYANG"",""Shoong!"",143,58],[""31"",""Blackpink"",""Pink Venom"",178,23],[""31"",""Blackpink"",""Shut Down"",184,17]]"
"2023-05-20","[[4454,""FIFTY FIFTY"",""Cupid"",3,198],[""2703"",""LE SSERAFIM"",""Unforgiven"",23,178],[2559,""Jisoo"",""Flower"",32,169],[2649,""Jimin"",""Like Crazy"",37,164],[1408,""IVE"",""I Am"",41,160],[171,""Seventeen"",""Super"",54,147],[3457,""NewJeans"",""OMG"",59,142],[3457,""NewJeans"",""Ditto"",121,80],[""707"",""Aespa"",""Spicy"",160,41],[1408,""IVE"",""Kitsch"",170,31],[""199"",""TAEYANG"",""Shoong!"",190,11]]"
"2023-05-27","[[4454,""FIFTY FIFTY"",""Cupid"",2,300],[""2703"",""LE SSERAFIM"",""Unforgiven"",36,165],[2649,""Jimin"",""Like Crazy"",39,162],[2559,""Jisoo"",""Flower"",43,158],[1408,""IVE"",""I Am"",50,151],[""40"",""BTS"",""The Planet"",62,139],[3457,""NewJeans"",""OMG"",69,132],[""707"",""Aespa"",""Spicy"",70,131],[171,""Seventeen"",""Super"",88,113],[3457,""NewJeans"",""Ditto"",151,50],[292,""(G)I-dle"",""Queencard"",157,44],[1408,""IVE"",""Kitsch"",198,3]]"
"2023-06-03","[[4454,""FIFTY FIFTY"",""Cupid"",3,198],[292,""(G)I-dle"",""Queencard"",38,163],[""2703"",""LE SSERAFIM"",""Unforgiven"",54,147],[2649,""Jimin"",""Like Crazy"",57,144],[2559,""Jisoo"",""Flower"",59,142],[1408,""IVE"",""I Am"",62,139],[""707"",""Aespa"",""Spicy"",79,122],[3457,""NewJeans"",""OMG"",90,111],[171,""Seventeen"",""Super"",115,86],[713,""Enhypen"",""Bite Me"",140,61],[3457,""NewJeans"",""Ditto"",177,24]]"
"2023-06-10","[[4454,""FIFTY FIFTY"",""Cupid"",3,198],[292,""(G)I-dle"",""Queencard"",35,166],[2649,""Jimin"",""Like Crazy"",66,135],[""2703"",""LE SSERAFIM"",""Unforgiven"",76,125],[2559,""Jisoo"",""Flower"",81,120],[1408,""IVE"",""I Am"",82,119],[3457,""NewJeans"",""OMG"",97,104],[713,""Enhypen"",""Bite Me"",109,92],[171,""Seventeen"",""Super"",129,72],[""707"",""Aespa"",""Spicy"",133,68],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",160,41],[3457,""NewJeans"",""Ditto"",194,7]]"
"2023-06-17","[[4454,""FIFTY FIFTY"",""Cupid"",3,198],[292,""(G)I-dle"",""Queencard"",21,180],[288,""Stray Kids"",""S-Class"",24,177],[1408,""IVE"",""I Am"",47,154],[2649,""Jimin"",""Like Crazy"",52,149],[""2703"",""LE SSERAFIM"",""Unforgiven"",62,139],[2559,""Jisoo"",""Flower"",65,136],[""707"",""Aespa"",""Spicy"",74,127],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",82,119],[171,""Seventeen"",""Super"",90,111],[3457,""NewJeans"",""OMG"",93,108],[3457,""NewJeans"",""Ditto"",153,48],[713,""Enhypen"",""Bite Me"",164,37],[1408,""IVE"",""Kitsch"",187,14]]"
"2023-06-24","[[""40"",""BTS"",""Take Two"",1,400],[4454,""FIFTY FIFTY"",""Cupid"",7,194],[292,""(G)I-dle"",""Queencard"",27,174],[2649,""Jimin"",""Like Crazy"",34,167],[1408,""IVE"",""I Am"",52,149],[288,""Stray Kids"",""S-Class"",65,136],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",71,130],[""2703"",""LE SSERAFIM"",""Unforgiven"",72,129],[2559,""Jisoo"",""Flower"",73,128],[""707"",""Aespa"",""Spicy"",97,104],[3457,""NewJeans"",""OMG"",98,103],[171,""Seventeen"",""Super"",103,98],[3457,""NewJeans"",""Ditto"",156,45]]"
"2023-07-01","[[4454,""FIFTY FIFTY"",""Cupid"",5,196],[""40"",""BTS"",""Take Two"",27,174],[292,""(G)I-dle"",""Queencard"",30,171],[2649,""Jimin"",""Like Crazy"",40,161],[1408,""IVE"",""I Am"",57,144],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",70,131],[""2703"",""LE SSERAFIM"",""Unforgiven"",83,118],[2559,""Jisoo"",""Flower"",85,116],[3457,""NewJeans"",""OMG"",96,105],[288,""Stray Kids"",""S-Class"",98,103],[""707"",""Aespa"",""Spicy"",111,90],[171,""Seventeen"",""Super"",118,83],[3457,""NewJeans"",""Ditto"",163,38],[149,""NCT DREAM"",""Broken Melodies"",179,22]]"
"2023-07-08","[[4454,""FIFTY FIFTY"",""Cupid"",4,197],[292,""(G)I-dle"",""Queencard"",39,162],[2649,""Jimin"",""Like Crazy"",45,156],[""40"",""BTS"",""Take Two"",57,144],[1408,""IVE"",""I Am"",68,133],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",74,127],[2559,""Jisoo"",""Flower"",106,95],[3457,""NewJeans"",""OMG"",107,94],[""2703"",""LE SSERAFIM"",""Unforgiven"",111,90],[288,""Stray Kids"",""S-Class"",140,61],[""707"",""Aespa"",""Spicy"",143,58],[171,""Seventeen"",""Super"",160,41],[3457,""NewJeans"",""Ditto"",176,25],[149,""NCT DREAM"",""Broken Melodies"",199,2]]"
"2023-07-15","[[4454,""FIFTY FIFTY"",""Cupid"",7,194],[2649,""Jimin"",""Like Crazy"",40,161],[292,""(G)I-dle"",""Queencard"",46,155],[1495,""Jungkook"",""Still With You"",62,139],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",66,135],[""40"",""BTS"",""Take Two"",71,130],[1408,""IVE"",""I Am"",76,125],[3457,""NewJeans"",""OMG"",117,84],[""2703"",""LE SSERAFIM"",""Unforgiven"",124,77],[2559,""Jisoo"",""Flower"",136,65],[1495,""Jungkook"",""My You"",158,43],[3457,""NewJeans"",""Ditto"",167,34],[""707"",""Aespa"",""Spicy"",169,32],[171,""Seventeen"",""Super"",184,17],[288,""Stray Kids"",""S-Class"",193,8]]"
"2023-07-22","[[3457,""NewJeans"",""Super Shy"",2,300],[4454,""FIFTY FIFTY"",""Cupid"",12,189],[3457,""NewJeans"",""New Jeans"",32,169],[2649,""Jimin"",""Like Crazy"",57,144],[292,""(G)I-dle"",""Queencard"",67,134],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",85,116],[""465"",""TXT"",""Do It Like That"",88,113],[1408,""IVE"",""I Am"",102,99],[3457,""NewJeans"",""OMG"",103,98],[3457,""NewJeans"",""Ditto"",133,68],[""40"",""BTS"",""Take Two"",137,64],[""2703"",""LE SSERAFIM"",""Unforgiven"",143,58],[""61"",""EXO"",""Cream Soda"",156,45],[2559,""Jisoo"",""Flower"",173,28],[1495,""Jungkook"",""Still With You"",182,19],[3457,""NewJeans"",""Hype Boy"",192,9]]"
"2023-07-29","[[""1495"",""Jungkook"",""Seven"",1,400],[3457,""NewJeans"",""Super Shy"",5,196],[4454,""FIFTY FIFTY"",""Cupid"",12,189],[2649,""Jimin"",""Like Crazy"",29,172],[3457,""NewJeans"",""New Jeans"",47,154],[292,""(G)I-dle"",""Queencard"",58,143],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",69,132],[""61"",""EXO"",""Cream Soda"",86,115],[3457,""NewJeans"",""OMG"",90,111],[1408,""IVE"",""I Am"",93,108],[1495,""Jungkook"",""Still With You"",98,103],[3457,""NewJeans"",""Ditto"",110,91],[""40"",""BTS"",""Take Two"",117,84],[""2703"",""LE SSERAFIM"",""Unforgiven"",143,58],[3457,""NewJeans"",""Hype Boy"",172,29],[2559,""Jisoo"",""Flower"",179,22],[5769,""ZEROBASEONE"",""In Bloom"",182,19],[171,""Seventeen"",""Super"",195,6]]"
"2023-08-05","[[""1495"",""Jungkook"",""Seven"",1,400],[3457,""NewJeans"",""Super Shy"",3,198],[3457,""NewJeans"",""ETA"",12,189],[4454,""FIFTY FIFTY"",""Cupid"",18,183],[3457,""NewJeans"",""Cool With You"",22,179],[3457,""NewJeans"",""New Jeans"",25,176],[3457,""NewJeans"",""ASAP"",33,168],[2649,""Jimin"",""Like Crazy"",43,158],[3457,""NewJeans"",""Get Up"",57,144],[292,""(G)I-dle"",""Queencard"",65,136],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",88,113],[3457,""NewJeans"",""OMG"",90,111],[1408,""IVE"",""I Am"",107,94],[3457,""NewJeans"",""Ditto"",110,91],[149,""NCT DREAM"",""ISTJ"",125,76],[3457,""NewJeans"",""Hype Boy"",150,51],[""2703"",""LE SSERAFIM"",""Unforgiven"",167,34],[""61"",""EXO"",""Cream Soda"",177,24],[""40"",""BTS"",""Take Two"",192,9]]"
"2023-08-12","[[""1495"",""Jungkook"",""Seven"",1,400],[3457,""NewJeans"",""Super Shy"",8,193],[3457,""NewJeans"",""ETA"",28,173],[4454,""FIFTY FIFTY"",""Cupid"",31,170],[3457,""NewJeans"",""New Jeans"",53,148],[2649,""Jimin"",""Like Crazy"",70,131],[3457,""NewJeans"",""Cool With You"",71,130],[292,""(G)I-dle"",""Queencard"",91,110],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",108,93],[3457,""NewJeans"",""ASAP"",113,88],[3457,""NewJeans"",""OMG"",117,84],[1408,""IVE"",""I Am"",129,72],[3457,""NewJeans"",""Ditto"",133,68],[3457,""NewJeans"",""Get Up"",184,17],[3457,""NewJeans"",""Hype Boy"",195,6]]"
"2023-08-19","[[""1495"",""Jungkook"",""Seven"",1,400],[3457,""NewJeans"",""Super Shy"",7,194],[3457,""NewJeans"",""ETA"",18,183],[4454,""FIFTY FIFTY"",""Cupid"",22,179],[3457,""NewJeans"",""New Jeans"",56,145],[2649,""Jimin"",""Like Crazy"",64,137],[3457,""NewJeans"",""Cool With You"",78,123],[292,""(G)I-dle"",""Queencard"",89,112],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",107,94],[3457,""NewJeans"",""OMG"",108,93],[3457,""NewJeans"",""Ditto"",121,80],[1408,""IVE"",""I Am"",134,67],[3457,""NewJeans"",""ASAP"",161,40],[""2703"",""LE SSERAFIM"",""Unforgiven"",181,20]]"
"2023-08-26","[[""1495"",""Jungkook"",""Seven"",1,400],[3457,""NewJeans"",""Super Shy"",11,190],[""607"",""V"",""Love Me Again"",12,189],[""607"",""V"",""Rainy Days"",16,185],[3457,""NewJeans"",""ETA"",25,176],[4454,""FIFTY FIFTY"",""Cupid"",31,170],[2649,""Jimin"",""Like Crazy"",53,148],[3457,""NewJeans"",""New Jeans"",75,126],[292,""(G)I-dle"",""Queencard"",96,105],[3457,""NewJeans"",""OMG"",110,91],[3457,""NewJeans"",""Cool With You"",115,86],[3457,""NewJeans"",""Ditto"",132,69],[1408,""IVE"",""I Am"",134,67],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",147,54],[""2703"",""LE SSERAFIM"",""Unforgiven"",178,23],[3457,""NewJeans"",""Hype Boy"",199,2]]"
"2023-09-02","[[""1495"",""Jungkook"",""Seven"",1,400],[3457,""NewJeans"",""Super Shy"",11,190],[4454,""FIFTY FIFTY"",""Cupid"",23,178],[3457,""NewJeans"",""ETA"",28,173],[""607"",""V"",""Love Me Again"",38,163],[2649,""Jimin"",""Like Crazy"",50,151],[""607"",""V"",""Rainy Days"",72,129],[3457,""NewJeans"",""New Jeans"",88,113],[292,""(G)I-dle"",""Queencard"",107,94],[3457,""NewJeans"",""OMG"",113,88],[3457,""NewJeans"",""Ditto"",138,63],[3457,""NewJeans"",""Cool With You"",143,58],[""492"",""Somi"",""Fast Forward"",145,56],[1408,""IVE"",""I Am"",153,48],[""707"",""Aespa"",""Better Things"",175,26],[2703,""LE SSERAFIM"",""Eve, Psyche & The Bluebeard's Wife"",189,12],[1516,""Jihyo"",""Killin' Me Good"",193,8]]"
"2023-09-09","[[""1495"",""Jungkook"",""Seven"",1,400],[3457,""NewJeans"",""Super Shy"",16,185],[4454,""FIFTY FIFTY"",""Cupid"",32,169],[3457,""NewJeans"",""ETA"",40,161],[""607"",""V"",""Love Me Again"",58,143],[2649,""Jimin"",""Like Crazy"",62,139],[""31"",""Blackpink"",""The Girls"",69,132],[""607"",""V"",""Rainy Days"",115,86],[3457,""NewJeans"",""New Jeans"",131,70],[3457,""NewJeans"",""OMG"",141,60],[292,""(G)I-dle"",""Queencard"",144,57],[""492"",""Somi"",""Fast Forward"",161,40],[3457,""NewJeans"",""Ditto"",173,28],[1408,""IVE"",""I Am"",178,23]]"
"2023-09-16","[[""1495"",""Jungkook"",""Seven"",2,300],[3457,""NewJeans"",""Super Shy"",13,188],[4454,""FIFTY FIFTY"",""Cupid"",35,166],[3457,""NewJeans"",""ETA"",44,157],[""607"",""V"",""Love Me Again"",64,137],[2649,""Jimin"",""Like Crazy"",68,133],[""607"",""V"",""Rainy Days"",125,76],[3457,""NewJeans"",""OMG"",159,42],[""492"",""Somi"",""Fast Forward"",162,39],[292,""(G)I-dle"",""Queencard"",169,32],[3457,""NewJeans"",""New Jeans"",171,30],[14,""Akmu"",""Love Lee"",177,24],[3457,""NewJeans"",""Ditto"",182,19],[1408,""IVE"",""I Am"",197,4]]"
"2023-09-23","[[""1495"",""Jungkook"",""Seven"",2,300],[""607"",""V"",""Slow Dancing"",4,197],[3457,""NewJeans"",""Super Shy"",24,177],[""607"",""V"",""Love Me Again"",39,162],[4454,""FIFTY FIFTY"",""Cupid"",48,153],[""607"",""V"",""Rainy Days"",59,142],[3457,""NewJeans"",""ETA"",64,137],[2649,""Jimin"",""Like Crazy"",74,127],[""607"",""V"",""Blue"",89,112],[14,""Akmu"",""Love Lee"",111,90],[""607"",""V"",""For Us"",113,88],[3457,""NewJeans"",""OMG"",186,15],[""492"",""Somi"",""Fast Forward"",193,8]]"
"2023-09-30","[[""1495"",""Jungkook"",""Seven"",2,300],[""607"",""V"",""Slow Dancing"",20,181],[3457,""NewJeans"",""Super Shy"",24,177],[""7682"",""TXT + Anitta"",""Back For More"",37,164],[4454,""FIFTY FIFTY"",""Cupid"",41,160],[3457,""NewJeans"",""ETA"",63,138],[2649,""Jimin"",""Like Crazy"",83,118],[""607"",""V"",""Love Me Again"",86,115],[14,""Akmu"",""Love Lee"",99,102],[""607"",""V"",""Rainy Days"",150,51],[292,""(G)I-dle"",""Queencard"",173,28],[3457,""NewJeans"",""OMG"",182,19]]"
"2023-10-07","[[""1495"",""Jungkook"",""Seven"",2,300],[""607"",""V"",""Slow Dancing"",29,172],[3457,""NewJeans"",""Super Shy"",30,171],[4454,""FIFTY FIFTY"",""Cupid"",53,148],[3457,""NewJeans"",""ETA"",74,127],[2649,""Jimin"",""Like Crazy"",88,113],[14,""Akmu"",""Love Lee"",91,110],[""607"",""V"",""Love Me Again"",111,90],[3457,""NewJeans"",""OMG"",177,24],[""7682"",""TXT + Anitta"",""Back For More"",186,15]]"
"2023-10-14","[[""1495"",""Jungkook"",""3D"",1,400],[""1495"",""Jungkook"",""Seven"",3,198],[3457,""NewJeans"",""Super Shy"",33,168],[""607"",""V"",""Slow Dancing"",36,165],[4454,""FIFTY FIFTY"",""Cupid"",67,134],[2649,""Jimin"",""Like Crazy"",77,124],[3457,""NewJeans"",""ETA"",88,113],[14,""Akmu"",""Love Lee"",105,96],[""607"",""V"",""Love Me Again"",126,75],[1408,""IVE"",""Either Way"",177,24],[3457,""NewJeans"",""OMG"",195,6]]"
"2023-10-21","[[""1495"",""Jungkook"",""3D"",5,196],[366,""Jennie"",""You & Me"",7,194],[""1495"",""Jungkook"",""Seven"",8,193],[3457,""NewJeans"",""Super Shy"",59,142],[""607"",""V"",""Slow Dancing"",70,131],[3457,""NewJeans"",""Gods"",75,126],[148,""NCT 127"",""Fact Check"",89,112],[4454,""FIFTY FIFTY"",""Cupid"",94,107],[2649,""Jimin"",""Like Crazy"",95,106],[3457,""NewJeans"",""ETA"",121,80],[14,""Akmu"",""Love Lee"",140,61],[1408,""IVE"",""Off The Record"",181,20],[""607"",""V"",""Love Me Again"",185,16]]"
"2023-10-28","[[""1495"",""Jungkook"",""Seven"",7,194],[""1495"",""Jungkook"",""3D"",8,193],[366,""Jennie"",""You & Me"",17,184],[3457,""NewJeans"",""Super Shy"",70,131],[""465"",""TXT"",""Chasing That Feeling"",72,129],[1408,""IVE"",""Baddie"",85,116],[""607"",""V"",""Slow Dancing"",99,102],[4454,""FIFTY FIFTY"",""Cupid"",101,100],[2649,""Jimin"",""Like Crazy"",106,95],[3457,""NewJeans"",""ETA"",146,55],[1408,""IVE"",""Either Way"",160,41],[14,""Akmu"",""Love Lee"",166,35],[3457,""NewJeans"",""Gods"",173,28],[""7682"",""TXT + Anitta"",""Back For More"",192,9],[1408,""IVE"",""Off The Record"",193,8],[148,""NCT 127"",""Fact Check"",195,6]]"
"2023-11-04","[[""1495"",""Jungkook"",""Seven"",6,195],[""1495"",""Jungkook"",""3D"",8,193],[366,""Jennie"",""You & Me"",20,181],[""607"",""V"",""Slow Dancing"",54,147],[3457,""NewJeans"",""Super Shy"",56,145],[1408,""IVE"",""Baddie"",66,135],[171,""Seventeen"",""God Of Music"",67,134],[4454,""FIFTY FIFTY"",""Cupid"",86,115],[2649,""Jimin"",""Like Crazy"",99,102],[3457,""NewJeans"",""ETA"",156,45],[14,""Akmu"",""Love Lee"",162,39],[""465"",""TXT"",""Chasing That Feeling"",183,18]]"
"2023-11-11","[[""1495"",""Jungkook"",""Seven"",10,191],[""1495"",""Jungkook"",""3D"",23,178],[2703,""LE SSERAFIM"",""Perfect Night"",52,149],[366,""Jennie"",""You & Me"",54,147],[171,""Seventeen"",""God Of Music"",70,131],[3457,""NewJeans"",""Super Shy"",87,114],[1408,""IVE"",""Baddie"",89,112],[4454,""FIFTY FIFTY"",""Cupid"",107,94],[2649,""Jimin"",""Like Crazy"",110,91],[""607"",""V"",""Slow Dancing"",113,88],[3457,""NewJeans"",""ETA"",195,6]]"
"2023-11-18","[[1495,""Jungkook"",""Standing Next To You"",1,400],[""1495"",""Jungkook"",""Seven"",2,300],[""1495"",""Jungkook"",""3D"",9,192],[2703,""LE SSERAFIM"",""Perfect Night"",22,179],[1495,""Jungkook"",""Yes Or No"",23,178],[1495,""Jungkook"",""Hate You"",31,170],[366,""Jennie"",""You & Me"",50,151],[1495,""Jungkook"",""Shot Glass Of Tears"",51,150],[1495,""Jungkook"",""Somebody"",57,144],[1495,""Jungkook"",""Too Sad To Dance"",58,143],[3457,""NewJeans"",""Super Shy"",87,114],[4454,""FIFTY FIFTY"",""Cupid"",94,107],[2649,""Jimin"",""Like Crazy"",96,105],[1408,""IVE"",""Baddie"",99,102],[171,""Seventeen"",""God Of Music"",112,89],[""607"",""V"",""Slow Dancing"",134,67]]"
"2023-11-25","[[1495,""Jungkook"",""Standing Next To You"",2,300],[""1495"",""Jungkook"",""Seven"",6,195],[288,""Stray Kids"",""LALALALA"",10,191],[""1495"",""Jungkook"",""3D"",18,183],[2703,""LE SSERAFIM"",""Perfect Night"",21,180],[""707"",""Aespa"",""Drama"",38,163],[366,""Jennie"",""You & Me"",59,142],[1495,""Jungkook"",""Yes Or No"",78,123],[3457,""NewJeans"",""Super Shy"",89,112],[4454,""FIFTY FIFTY"",""Cupid"",93,108],[2649,""Jimin"",""Like Crazy"",102,99],[288,""Stray Kids"",""Megaverse"",106,95],[1408,""IVE"",""Baddie"",113,88],[1495,""Jungkook"",""Hate You"",156,45],[""607"",""V"",""Slow Dancing"",180,21],[171,""Seventeen"",""God Of Music"",191,10]]"
"2023-12-02","[[1495,""Jungkook"",""Standing Next To You"",5,196],[""1495"",""Jungkook"",""Seven"",7,194],[2703,""LE SSERAFIM"",""Perfect Night"",22,179],[""1495"",""Jungkook"",""3D"",27,174],[288,""Stray Kids"",""LALALALA"",46,155],[""707"",""Aespa"",""Drama"",72,129],[366,""Jennie"",""You & Me"",82,119],[713,""Enhypen"",""Sweet Venom"",104,97],[2649,""Jimin"",""Like Crazy"",109,92],[3457,""NewJeans"",""Super Shy"",111,90],[4454,""FIFTY FIFTY"",""Cupid"",118,83],[3457,""NewJeans"",""Gods"",119,82],[1495,""Jungkook"",""Yes Or No"",120,81],[1408,""IVE"",""Baddie"",165,36]]"
"2023-12-09","[[""1495"",""Jungkook"",""Seven"",9,192],[1495,""Jungkook"",""Standing Next To You"",10,191],[""1495"",""Jungkook"",""3D"",17,184],[2703,""LE SSERAFIM"",""Perfect Night"",25,176],[""707"",""Aespa"",""Drama"",93,108],[288,""Stray Kids"",""LALALALA"",94,107],[5229,""BABYMONSTER"",""Batter Up"",101,100],[366,""Jennie"",""You & Me"",103,98],[2649,""Jimin"",""Like Crazy"",112,89],[3457,""NewJeans"",""Super Shy"",115,86],[4454,""FIFTY FIFTY"",""Cupid"",129,72],[3457,""NewJeans"",""Gods"",135,66],[1495,""Jungkook"",""Yes Or No"",174,27]]"
"2023-12-16","[[1495,""Jungkook"",""Standing Next To You"",13,188],[""1495"",""Jungkook"",""Seven"",20,181],[""1495"",""Jungkook"",""3D"",36,165],[2703,""LE SSERAFIM"",""Perfect Night"",41,160],[5229,""BABYMONSTER"",""Batter Up"",121,80],[""707"",""Aespa"",""Drama"",131,70],[3457,""NewJeans"",""Super Shy"",133,68],[4454,""FIFTY FIFTY"",""Cupid"",134,67],[2649,""Jimin"",""Like Crazy"",154,47],[366,""Jennie"",""You & Me"",163,38],[288,""Stray Kids"",""LALALALA"",181,20],[3457,""NewJeans"",""Ditto"",198,3]]"
"2023-12-23","[[1495,""Jungkook"",""Standing Next To You"",18,183],[""1495"",""Jungkook"",""Seven"",19,182],[""1495"",""Jungkook"",""3D"",42,159],[2703,""LE SSERAFIM"",""Perfect Night"",47,154],[""707"",""Aespa"",""Drama"",137,64],[4454,""FIFTY FIFTY"",""Cupid"",155,46],[3457,""NewJeans"",""Super Shy"",163,38],[5229,""BABYMONSTER"",""Batter Up"",166,35],[2649,""Jimin"",""Like Crazy"",175,26],[366,""Jennie"",""You & Me"",194,7]]"
"2023-12-30","[[1495,""Jungkook"",""Standing Next To You"",17,184],[""1495"",""Jungkook"",""Seven"",29,172],[2703,""LE SSERAFIM"",""Perfect Night"",60,141],[""1495"",""Jungkook"",""3D"",63,138],[""707"",""Aespa"",""Drama"",155,46],[3457,""NewJeans"",""Super Shy"",164,37],[4454,""FIFTY FIFTY"",""Cupid"",165,36],[2649,""Jimin"",""Like Crazy"",171,30],[3457,""NewJeans"",""Ditto"",172,29],[5229,""BABYMONSTER"",""Batter Up"",192,9]]"
"2024-01-06","[[1495,""Jungkook"",""Standing Next To You"",42,159],[""1495"",""Jungkook"",""Seven"",44,157],[2649,""Jimin"",""Closer Than This"",55,146],[2703,""LE SSERAFIM"",""Perfect Night"",76,125],[""1495"",""Jungkook"",""3D"",82,119],[2649,""Jimin"",""Like Crazy"",145,56],[3457,""NewJeans"",""Super Shy"",188,13],[4454,""FIFTY FIFTY"",""Cupid"",194,7],[3457,""NewJeans"",""Ditto"",196,5]]"
"2024-01-13","[[""1495"",""Jungkook"",""Seven"",9,192],[1495,""Jungkook"",""Standing Next To You"",11,190],[2703,""LE SSERAFIM"",""Perfect Night"",27,174],[""1495"",""Jungkook"",""3D"",42,159],[3457,""NewJeans"",""Super Shy"",87,114],[2649,""Jimin"",""Like Crazy"",96,105],[""707"",""Aespa"",""Drama"",103,98],[4454,""FIFTY FIFTY"",""Cupid"",107,94],[3457,""NewJeans"",""Ditto"",115,86],[3457,""NewJeans"",""OMG"",131,70],[2649,""Jimin"",""Closer Than This"",147,54],[366,""Jennie"",""You & Me"",164,37]]"
"2024-01-20","[[""1495"",""Jungkook"",""Seven"",13,188],[1495,""Jungkook"",""Standing Next To You"",14,187],[2703,""LE SSERAFIM"",""Perfect Night"",18,183],[""1495"",""Jungkook"",""3D"",44,157],[3457,""NewJeans"",""Super Shy"",88,113],[2649,""Jimin"",""Like Crazy"",93,108],[4454,""FIFTY FIFTY"",""Cupid"",101,100],[""707"",""Aespa"",""Drama"",103,98],[3457,""NewJeans"",""Ditto"",113,88],[3457,""NewJeans"",""OMG"",118,83],[366,""Jennie"",""You & Me"",161,40],[3457,""NewJeans"",""ETA"",192,9]]"
"2024-01-27","[[1495,""Jungkook"",""Standing Next To You"",23,178],[""1495"",""Jungkook"",""Seven"",25,176],[2703,""LE SSERAFIM"",""Perfect Night"",37,164],[""1495"",""Jungkook"",""3D"",68,133],[2649,""Jimin"",""Like Crazy"",84,117],[3457,""NewJeans"",""Super Shy"",122,79],[""707"",""Aespa"",""Drama"",146,55],[4454,""FIFTY FIFTY"",""Cupid"",156,45],[3457,""NewJeans"",""OMG"",180,21],[3457,""NewJeans"",""Ditto"",185,16]]"
"2024-02-03","[[1495,""Jungkook"",""Standing Next To You"",22,179],[""1495"",""Jungkook"",""Seven"",26,175],[2703,""LE SSERAFIM"",""Perfect Night"",38,163],[""1495"",""Jungkook"",""3D"",79,122],[2649,""Jimin"",""Like Crazy"",127,74],[98,""IU"",""Love Wins All"",129,72],[""707"",""Aespa"",""Drama"",138,63],[3457,""NewJeans"",""Super Shy"",155,46],[4454,""FIFTY FIFTY"",""Cupid"",186,15]]"
"2024-02-10","[[98,""IU"",""Love Wins All"",25,176],[""1495"",""Jungkook"",""Seven"",28,173],[1495,""Jungkook"",""Standing Next To You"",31,170],[2703,""LE SSERAFIM"",""Perfect Night"",47,154],[""1495"",""Jungkook"",""3D"",88,113],[292,""(G)I-dle"",""Wife"",92,109],[2649,""Jimin"",""Like Crazy"",159,42],[""707"",""Aespa"",""Drama"",163,38],[3457,""NewJeans"",""Super Shy"",184,17]]"
