"id","is_collab","name","kname","previous_name","previous_kname","fname","alias","id_company","members","issolo","id_parentgroup","formation","disband","fanclub","id_debut","debut_date","date_birth","is_deceased","id_country","sales","awards","views","pak_total","gaondigital_times","gaondigital_firsts","yawards_total","social","mslevel"
874,n,Kangta,강타,"","",Ahn Chilhyun,"",1,male,y,934,1996,"","",10456,"2001-08-19","1979-10-10",n,114,12012,0,5541016,0,1,0,5,"{""M"":""1582"",""N"":""강타"",""K"":""Kangta"",""T"":""kangta"",""I"":""an_chil_hyun"",""F"":""kangta"",""Y"":""UCxMdO8z6xdaT_LvCbdWZE5Q"",""A"":""kangta\/450122964"",""S"":""5Bm6d9Fbsmln3CpXv8VrMG"",""O"":""kangta.official""}",0
875,n,Ciipher,싸이퍼,"","","","",238,male,n,0,2021,"",Clue,10499,"2021-03-15",,n,114,52790,0,26670249,0,0,0,0,"{""T"":""rain_ciipher"",""I"":""ciipher_official"",""F"":""Ciipher.RAIN"",""Y"":""UCvvVS43k2vOjk7sR4a3xJWw"",""V"":""872F01"",""K"":""Ciipher"",""D"":""ciipher"",""M"":""2926234"",""A"":""ciipher\/1225054754"",""S"":""18VvNIaKQgZXhSBnu7p5z7"",""O"":""ciipher_official"",""N"":""싸이퍼(아이돌)""}",1
876,n,Xydo,시도,"","",Park Chi Woong,Park Chi Woong; 박치웅,290,male,y,0,2019,"","",0,"2019-08-14","1994-01-29",n,114,0,0,5717125,0,0,0,0,"{""I"":""xydo_"",""M"":""2402305"",""N"":""Xydo"",""T"":""xydofficial"",""Y"":""UCr_HUbuDcmRX128J61uzquQ"",""C"":""xxxydo""}",0
877,n,Mirae,미래소년,"","","","",2,male,n,0,2021,"","",10532,"2021-03-17",,n,114,220053,0,84367894,0,0,0,0,"{""T"":""official_MIRAE"",""I"":""official__mirae"",""F"":""officialMIRAE"",""Y"":""UC0QBW1zC_WKWe5dhenG1ZUA"",""V"":""A4DB4B"",""A"":""mirae\/1558816118"",""M"":""2918508"",""K"":""Mirae_(band)"",""N"":""미래소년"",""D"":""mirae""}",1
878,n,Hoody,후디,"","",Kim Hyunjung,"",255,female,y,0,2013,"","",0,"2013-09-24","1990-02-10",n,114,0,0,31046968,0,0,0,0,"{""I"":""hoodykim"",""K"":""Hoody_(singer)"",""T"":""hoodykim"",""F"":""HoodyKIM"",""A"":""hoody\/934991070"",""W"":""www.aomgofficial.com\/hoody"",""M"":""735515"",""N"":""Hoody"",""C"":""hoodykim""}",0
879,n,Simon Dominic,사이먼 도미닉,"","",Jung Gi Seok,정기석; Simon D,255,male,y,0,2009,"","",0,"2011-10-07","1984-03-09",n,114,2705,0,57367474,0,30,0,0,"{""T"":""longlivesmdc"",""I"":""longlivesmdc"",""M"":""428847"",""N"":""사이먼%20도미닉"",""F"":""officialSIMOND"",""C"":""ki-suck-jung""}",1
880,n,Kei,김지연,"","",Kim Jiyeon,김지연,477,female,y,134,2014,"","",10587,"2019-10-08","1995-03-20",n,114,14480,0,9063546,0,0,0,0,"{""K"":""Kei_(singer)"",""M"":""789499"",""N"":""Kei"",""T"":""Kei_offcl"",""I"":""_flower_kei""}",0
881,n,Lee Sujeong,이수정,BabySoul,베이비소울,Lee Soojung,이수정,34,female,y,134,2011,"","",10589,"2011-11-23","1992-07-06",n,114,0,0,2149642,0,3,0,0,"{""D"":""babysoul-lovelyz"",""M"":""586498"",""A"":""lee-su-jeong\/1620305094"",""S"":""2Mq5D1zR3yQIQWhiXOAoeL"",""N"":""이수정(가수)"",""T"":""LEESUJEONG"",""I"":""mockjong"",""Y"":""UCq9TpLVIr4uCZgo83fpnYoQ"",""C"":""rmtmjbixlun0""}",0
882,n,Jin,진,"","",Park Myungeun,박명은;,863,female,y,134,2013,"","",10591,"2013-11-08","1996-06-12",n,114,71917,0,9017962,0,5,0,0,"{""I"":""myungnee_"",""Y"":""UCeMtAgl6CeWrxTxzKr5Hi2Q"",""M"":""744170"",""N"":""JIN(1996)"",""C"":""myung_eun""}",1
883,n,B.I,비아이,"","",Kim Hanbin,김한빈,303,male,y,95,2014,"","",10601,"2021-03-19","1996-10-22",n,114,255090,0,246333415,0,19,0,0,"{""K"":""B.I_(rapper)"",""T"":""shxx131bi131"",""I"":""shxxbi131"",""Y"":""UC-_-SGJ5Zkq-MtppuOJoNvw"",""U"":""131labelofficial"",""A"":""b-i\/1148166294"",""S"":""0UntV1Bw2hk3fbRrm9eMP6"",""M"":""742760"",""C"":""user-337673291"",""N"":""B.I"",""O"":""bi_131_bi""}",2
884,n,Park Hyungsik,박형식,"","",Park Hyung Sik,"",0,male,y,224,2010,"","",0,,"1991-11-16",n,114,0,0,38905190,0,1,0,0,"{""I"":""phs1116""}",0
886,n,Siwan,시완,"","",Im Siwan,임시완;Im WoongJae,0,male,y,224,2010,"","",0,,"1988-12-01",n,114,0,0,4498918,0,0,0,0,"{""I"":""yim_siwang""}",0
887,y,Lovelyz + Golden Child,러블리즈 + 골든차일드,"","","","",0,coed,n,0,2020,"2020","",10652,"2020-12-24",,n,114,0,0,76173,0,0,0,0,[],0
888,n,Sana,사나,"","",Minatozaki Sana,サナ; 湊崎 紗夏; Minatozaki Sana;Han Seok-bong,14,female,y,208,2015,"","",0,,"1996-12-29",n,108,0,0,0,0,0,0,0,"{""I"":""m.by__sana"",""T"":""""}",0
889,n,Yoo Jiae,유지애,"","",Yoo Jiae,Jiae;Yoo Ji Ae;유지애,710,female,y,134,2012,"","",10675,"2013-04-24","1993-05-21",n,114,0,0,1991673,0,1,0,0,"{""I"":""9.3.0521"",""D"":""jiae-lovelyz"",""M"":""722093"",""N"":""유지애"",""Y"":""UC0b-mnb0a4bFM25dbeKMuLA""}",0
890,n,Celeb Five,셀럽파이브,"","","","",711,female,n,0,2018,"",High Five,15609,"2018-01-24",,n,114,0,0,19240277,0,0,0,0,"{""K"":""Celeb_Five"",""M"":""2083825"",""N"":""셀럽파이브"",""Y"":""UCrkpXzpJSNV3A-hE4GciwPw"",""A"":""celeb-five\/1339577636"",""S"":""6uxtW6aFdPmCXF6GWbVaOU"",""O"":""celebfive""}",0
891,n,Kang Ho Dong,강호동,"","",Kang Hodong,"",866,male,y,0,2005,"","",0,"2018-02-18","1970-06-11",n,114,0,0,0,0,0,0,0,"{""K"":""Kang_Ho-dong"",""M"":""177608"",""N"":""강호동""}",0
892,y,Kang Ho-dong + Hong Jin Young,강호동 + 홍진영,"","","","",0,coed,n,0,2018,"2018","",10654,"2018-02-17",,n,114,0,0,6487865,0,0,0,0,[],0
893,n,GIDONGDAE,기동대,"","","","",712,male,n,0,2019,"2021-01","",0,"2020-06-03",,n,114,0,0,95147,0,0,0,0,"{""T"":""gidongdae"",""I"":""gidongdae"",""M"":""2871867"",""N"":""기동대(아이돌)"",""F"":""GIDONGDAEofficial"",""Y"":""UCoyxucrlGU9mtSsQGy0ucSQ""}",0
894,n,Sandara Park,다라,"","",Park Sandara,Dara,281,female,y,4,2004,"","",0,"2004-07-01","1984-11-12",n,114,0,0,67824720,0,0,0,1,"{""K"":""Sandara_Park"",""T"":""krungy21"",""I"":""daraxxi"",""M"":""165537"",""Y"":""UCX4uTPyZkp1d0ogkNNp8LtA"",""N"":""산다라박"",""F"":""SANDARAxABYSS"",""O"":""sandarapark.official""}",0
897,n,Cheetah,치타,"","",Kim Eunyoung,"",237,female,y,0,2014,"","",0,"2014-06-27","1990-05-25",n,114,0,0,8852821,0,13,0,0,"{""I"":""dhdldzlzl"",""M"":""674719"",""N"":""치타(가수)"",""F"":""cheetahofficial"",""Y"":""UCNRSUkQWnf0BWg8nE0F2ctQ""}",0
898,n,DJ Hanmin,디제이한민,"","",Kim Hanmin,"",771,male,y,0,2013,"","",0,"2012-07-19","1977-09-25",n,114,0,0,4623978,0,0,0,0,"{""M"":""673693""}",0
899,n,Hitchhiker,히치하이커,Jinu,진우,Choi Jinwoo,최진우,1,male,y,4564,1996,"","",0,"1996-06-01","1971-04-06",n,114,0,0,10410484,0,0,0,1,"{""M"":""612434"",""N"":""Hitchhiker""}",0
900,n,Sorn,손,"","",Chonnasorn Sajakul,Chonnasorn Sajakul; ชลนสร สัจจกุล,868,female,y,45,2015,"","",10762,"2021-03-23","1996-11-18",n,214,0,0,11083987,0,0,0,0,"{""K"":""Sorn_(singer)"",""Y"":""UCOzB7NB3Tr98XVwC8bLm5oA"",""D"":""sorn-clc"",""U"":""SORN"",""A"":""sorn\/1465682227"",""S"":""6DY6xsCBGZHrG4PWSG5paz?si=ecINWal4R4WjOMSYzh1Fqg"",""T"":""sssorn_clc"",""I"":""sssorn_chonnasorn"",""F"":""Chonnasorn-Sajakul-Sorn"",""M"":""868641"",""N"":""SORN"",""O"":",0
901,y,Hitchhiker + Taeyong,히치하이커 + 태용,"","","","",0,male,n,0,2017,"2017","",10765,"2017-05-12",,n,114,0,0,6122846,0,0,0,0,[],0
902,n,PRITZ,프리츠,"","","",Pretty Rangers in the Terrible Zone,713,female,n,0,2014,"2015","",0,"2014-04-30",,n,114,0,0,640838,0,0,0,0,"{""M"":""772497""}",0
903,n,I.C.E,아이스,"","","",International Center of Issue,0,female,n,0,2015,"2022","",10790,"2015-11-16",,n,114,0,0,555148,0,0,0,0,"{""M"":""916609"",""N"":""아이스(아이돌)"",""T"":""ICE_officialtwt"",""Y"":""UCsQYqQdNqTWM7WV0AhHspRA""}",0
904,n,Scarlet,스칼렛,"","","","",714,female,n,0,2014,"2015","",10803,"2014-03-06",,n,114,0,0,1448146,0,0,0,0,"{""M"":""761233""}",0
905,n,Badkiz,배드키즈,Hotplace,핫플레이스,"","",715,female,n,0,2014,"",Goodkiz,10813,"2014-03-24",,n,114,0,0,5874568,0,2,0,0,"{""K"":""Badkiz"",""M"":""764996"",""I"":""_badkiz_official"",""Y"":""UCx35mlVZzAsYqfp4gt8p5fw"",""A"":""badkiz\/944290595"",""S"":""3iTyYb9VBCUlR5D8t532mN"",""N"":""배드키즈""}",0
907,n,Bulldok,불독,"","","","",100,female,n,0,2016,"2018",Hotdok,0,"2016-10-20",,n,114,0,0,4924268,0,0,0,0,"{""M"":""868212"",""N"":""불독(아이돌)"",""I"":""bulldok__official"",""F"":""bulldok-100063637124084"",""Y"":""UCWY8s4O-K7x69QYalZYjjKg""}",0
908,n,Kang Seung Yoon,강승윤,"","",Kang Seungyoon,Seungyoon; Yoon,3,male,y,217,2010,"","",0,"2013-07-16","1994-01-21",n,114,121497,0,33441046,0,44,1,0,"{""K"":""Kang_Seung-yoon"",""T"":""official_yoon_"",""I"":""w_n_r00"",""U"":""OfficialSEUNGYOON"",""A"":""kang-seung-yoon\/398344134"",""M"":""28263"",""N"":""강승윤""}",1
909,n,Nam Taehyun,남태현,"","",Nam Taehyun,Taehyun,343,male,y,217,2014,"","",0,,"1994-05-10",n,114,7819,0,12330524,0,0,0,0,"{""K"":""Nam_Tae-hyun"",""I"":""souththth"",""Y"":""UCKXKlCRRrZZ5xDjh9nXgKgQ"",""A"":""south-club\/1253971050"",""M"":""742759"",""N"":""남태현""}",0
910,n,Kwak Jin Eon,곽진언,"","",Kwak Jineon,"",256,male,y,0,2014,"","",10873,"2016-05-10","1991-10-23",n,114,4273,0,24647856,0,10,0,0,"{""K"":""Kwak_Jin-eon"",""I"":""kwakjineon"",""A"":""kwak-jin-eon\/921468927"",""V"":""DBA471"",""W"":""www.musicfarm.co.kr\/kwakjineon"",""Y"":""UCLXdqjkDfQmhkBYStQNHElw"",""M"":""770167"",""N"":""곽진언""}",0
911,n,Lee Juck,이적,"","",Lee Dongjoon,Lee Dongjoon,256,male,y,0,1995,"","",0,"1999-06-24","1974-02-28",n,114,20495,1,16966756,0,128,0,5,"{""K"":""Lee_Juck"",""T"":""jucklee"",""I"":""jucklee"",""A"":""lee-juck\/166744434"",""F"":""juckleepage"",""W"":""www.leejuck.com\/"",""M"":""1088"",""N"":""이적(가수)"",""S"":""0pfVDTchnVMBTzGylIuJNa""}",1
912,n,Jukjae,적재,"","",Jung Jaewon,Jung Jay-won; 정재원,281,male,y,0,2014,"","",10919,"2014-11-10","1989-01-26",n,114,2866,0,20403772,0,60,0,0,"{""K"":""jukjaeofficial"",""I"":""jungjukjae"",""Y"":""UCnLtKHf2cDTRgWYKDIoW0nw"",""A"":""jukjae\/1239707923"",""M"":""771375"",""N"":""적재"",""F"":""jukjaeofficial""}",1
913,n,H.U.B,에이치유비,"","","","",112,female,n,0,2016,"2019-02","",0,"2017-02-09",,n,114,0,0,2104260,0,0,0,0,"{""T"":""HUB_official_"",""I"":""h.u.b_official"",""F"":""jongseohub"",""V"":""E3337F"",""A"":""h-u-b\/1441722640"",""M"":""1238995"",""N"":""H.U.B""}",0
914,n,Yun Ddan Ddan,윤딴딴,"","",Yoon Jong Hoon,"",0,male,y,0,2014,"","",0,"2014-02-01","1990-12-02",n,114,0,0,11645060,0,2,0,0,"{""I"":""yun_ddanddan"",""F"":""yoYDD"",""Y"":""UChnbG-BYQKXrOBb-83KO-UQ"",""A"":""yun-ddan-ddan\/903775302"",""T"":""official_ddan"",""M"":""756963"",""N"":""윤딴딴""}",0
915,n,Limitless,리미트리스,"","","","",186,male,n,0,2019,"","",11009,"2019-07-09",,n,114,0,0,707774,0,0,0,0,"{""T"":""official_LMTLS"",""I"":""official_lmtls"",""Y"":""UCW4EtElA2X36vaMrdtA2VtA"",""A"":""limitless\/1472163464"",""M"":""2737728"",""N"":""리미트리스(아이돌)"",""D"":""limitless""}",0
916,n,NTX,엔티엑스,NT9,"","",NT9; Neo Tracks No.9,716,male,n,0,2020,"",NTFUL,11086,"2021-03-30",,n,114,20696,0,1436762,0,0,0,0,"{""T"":""NTX_Victory"",""I"":""ntx_victory"",""Y"":""UCX54t2bVWYxV-txSJIorQPA"",""A"":""ntx\/id202471902"",""M"":""2888464"",""N"":""NTX(아이돌)""}",1
917,n,ASome.D,에이썸디,"","","",エイサムディー,718,female,n,0,2020,"","",11088,"2020-10-21",,n,114,0,0,30016,0,0,0,0,"{""T"":""d_asome"",""I"":""asome.d_official"",""A"":""asome-d\/1536356827"",""M"":""2896989""}",0
918,n,AiRiSu,아이리수,"","","","",717,female,n,0,2018,"2019","",21462,"2018-07-25",,n,114,0,0,12958,0,0,0,0,"{""I"":""airisu_official"",""Y"":""UCHI9Q6BvNjgKqK3pe-HHBxw"",""M"":""2241372"",""N"":""AiRiSU"",""F"":""AIRISU725""}",0
919,n,MAP6,맵식스,"","","","",13,male,n,0,2015,"",Mapsi,11511,"2015-11-10",,n,114,3262,0,3411905,0,0,0,0,"{""K"":""MAP6_(band)"",""T"":""officialmap6"",""I"":""officialmap6"",""F"":""officialmap6"",""V"":""F30185"",""A"":""map6\/1057461035"",""M"":""913347"",""N"":""MAP6""}",0
920,n,Blitzers,블리처스,"","","","",625,male,n,0,2021,"",BLEE,13137,"2021-05-12",,n,114,205430,0,76961309,0,0,0,0,"{""T"":""WUZO_BLITZERS"",""I"":""official_blitzers"",""Y"":""UC5aJQH0Q8HSOaCRXGy0YCwQ"",""A"":""blitzers\/1565890169"",""S"":""3Exoh42YMeqnUvYahAGgUE"",""M"":""2936046"",""K"":""Blitzers"",""O"":""blitzers_official"",""N"":""블리처스"",""D"":""blitzers""}",1
921,n,Hoshi,호시,"","",Kwon Soonyoung,"",9,male,y,171,2015,"","",0,,"1996-06-15",n,114,0,0,47625545,0,0,0,0,"{""A"":""hoshi/1381267568"",""D"":""hoshi-seventeen""}",0
922,y,Yesung + Bumkey,예성 + 범키,"","","","",0,male,n,0,2019,"2019","",11232,"2019-01-10",,n,114,0,0,630694,0,0,0,0,[],0
923,n,Sehun,세훈,"","",Oh Sehun,오세훈,1,male,y,61,2011,"","",0,,"1994-04-12",n,114,0,0,14292187,0,0,0,0,"{""K"":""Oh_Se-hun"",""I"":""oohsehun"",""W"":""www.smtown.com\/artist\/musician\/96""}",0
925,n,PLT,플라네타리움 레코드,"","","","",271,male,n,0,2018,"","",0,,,n,114,0,0,6483294,0,0,0,0,"{""M"":""2059565"",""N"":""플라네타리움레코드"",""I"":""planetariumrecords"",""F"":""planetariumrecords"",""Y"":""UCpCppO6u934Rm8jtvHxONgA"",""A"":""plt\/1385063746"",""S"":""3vuWK4IKHt6AJnELinRiAE""}",0
926,n,Ha Dong Qn,하동균,"","",Ha Dongkyun,"",579,male,y,0,2002,"","",0,"2006-06-09","1980-06-28",n,114,3710,0,7704490,0,26,0,0,"{""M"":""43806"",""N"":""하동균""}",0
927,y,GB9 + Ha Dong Qn,길구봉구 + 하동균,"","","","",0,male,n,0,2017,"2017","",11273,"2017-03-08",,n,114,0,0,2767492,0,0,0,0,[],0
928,n,Shannon Williams,샤넌,"","",Kim Ahreum,Shannon; 김아름,0,female,y,0,2012,"","",17195,"2014-12-01","1998-05-26",n,227,794,0,25224474,0,5,0,0,"{""M"":""754340"",""N"":""샤넌"",""T"":""arrumieshannon"",""I"":""shannonarrumwilliams"",""F"":""musicshannon""}",0
929,n,Gunji,건지,"","",Kim Gunji,김건지,151,female,y,360,2012,"","",35554,"2023-01-28","1992-02-28",n,114,0,0,58308,0,0,0,0,"{""I"":""GUN_DIII"",""A"":""gunji\/285806982"",""M"":""672273"",""N"":""건지(가수)"",""Y"":""UCmCra8NJZFApPpIBJljPibA""}",0
930,y,T-ara + Shannon Williams + Gunji,티아라 + 샤넌 + 건지,"","","","",0,female,n,0,2012,"2012","",11313,"2012-09-02",,n,114,0,0,29223517,0,0,0,0,[],0
931,n,Jung Joon Il,정준일,"","",Jung Joon Il,Jung Joon-il; Joonil Jung,0,male,y,0,2004,"","",0,,"1983-08-16",n,114,10392,0,36146583,0,77,0,0,"{""T"":""jooniljung"",""I"":""loveidococococo"",""A"":""jung-joonil\/489742312"",""W"":""blog.naver.com\/PostList.nhn?blogId"",""Y"":""UCK6NvK8fHhdaSa4XF4SPuSQ"",""U"":""JOONILJUNG"",""M"":""242988"",""N"":""정준일""}",1
932,n,Baby Vox,베이비복스,"","","",Baby Voices of Xpression,51,female,n,0,1997,"2006-03",Baby Angels,18983,"1997-07-10",,n,114,0,0,7897055,0,0,0,4,"{""K"":""Baby_Vox"",""A"":""baby-v-o-x\/1386666947"",""M"":""100032"",""S"":""7H5LMtjHqkyH4U8dpLR4lo"",""N"":""베이비복스""}",0
933,n,Guckkasten,국카스텐,"","","",The C.O.M.,315,male,n,0,2002,"","",30574,"2008-12-29",,n,114,25898,0,5515613,0,10,0,2,"{""K"":""Guckkasten"",""Y"":""UC1UWhd_JMdh8zrLvjtXgjhQ"",""A"":""guckkasten\/312828830"",""W"":""guckkasten.kr\/"",""T"":""Guckkastens"",""I"":""guckkasten_official"",""S"":""71kRpwy6xTeG2OXXkRJdkA"",""M"":""311166"",""N"":""국카스텐""}",1
934,n,H.O.T,에이치오티,"","","",H.O.T.,1,male,n,0,1996,"2001-05",White Angels,17420,"1996-09-07",,n,114,0,0,14703340,0,0,0,14,"{""M"":""100008"",""N"":""H.O.T."",""K"":""H.O.T."",""A"":""h-o-t\/4691436"",""S"":""5JrfgZAgqAMywJpLpJM0eS""}",0
935,n,Fin.K.L,핑클,"","","",Fin Killing Liberty,2,female,n,0,1998,"2005-10",Finky,11481,"1998-05-25",,n,114,1500,0,5166270,0,0,0,2,"{""M"":""100065"",""K"":""Fin.K.L"",""A"":""fin-k-l\/1457607690"",""S"":""2aRLyjYp7WPr4EkjkI1gvS"",""N"":""핑클""}",0
936,n,The SeeYa,더 씨야,"","","","",4,female,n,343,2012,"2015","",0,"2012-11-12",,n,114,1360,0,3174519,0,14,0,0,"{""M"":""710965"",""N"":""더%20씨야"",""T"":""THE_SEEYA""}",0
937,n,MYTEEN,마이틴,"","","",Make Your Teenager,196,male,n,0,2017,"2019","",0,"2017-07-26",,n,114,8035,0,5529081,0,0,0,0,"{""K"":""Myteen"",""M"":""1815140"",""N"":""마이틴"",""T"":""myteen_official"",""F"":""officialmyteen"",""Y"":""UCn-lpjIudxfCaWkPPC4Fang""}",0
938,n,Yu Seung Woo,유승우,"","",Yoo Seungwoo,"",1155,male,y,0,2012,"","",11555,"2013-05-08","1997-02-26",n,114,7101,0,18557212,0,59,0,0,"{""K"":""Yoo_Seung-woo"",""T"":""seungu97"",""I"":""yuseungw00"",""F"":""OfficialYUSEUNGWOO"",""Y"":""UCWzi0TyCVo8YDUes1GuJtsA"",""A"":""yu-seung-woo\/693051617"",""W"":""starship-ent.com\/profile\/musician\/yuseungwoo.php"",""M"":""699637"",""N"":""유승우(가수)""}",1
939,n,Cho Jung Seok,조정석,"","",Jo Jungsuk,"",0,male,y,0,2006,"","",0,"2015-08-28","1980-12-26",n,114,0,0,78039114,0,121,3,1,"{""K"":""Jo_Jung-suk"",""M"":""253606"",""N"":""조정석"",""W"":""www.chojungseok.co.kr\/"",""A"":""cho-jung-seok\/667765988"",""S"":""0MU0Hxwaz1daT4FVqx3Smz""}",2
940,n,Code Kunst,코드 쿤스트,"","",Jo Sungwoo,"",255,male,y,0,2013,"","",0,"2013-06-28","1989-12-18",n,114,21466,0,29622870,0,6,0,0,"{""K"":""Code_Kunst"",""T"":""code_kunst"",""I"":""code_kunst"",""F"":""codekunstman"",""Y"":""UCb-cqo9WI3w211goISM_1fg"",""A"":""code-kunst\/808626855"",""W"":""www.aomgofficial.com\/codekunst"",""M"":""724086"",""N"":""코드%20쿤스트"",""C"":""cokun1218""}",1
941,n,Beenzino,빈지노,"","",Lim Sungbin,임성빈,874,male,y,0,2009,"","",0,"2011-06-05","1987-09-12",n,114,63528,0,28970310,0,76,1,2,"{""K"":""Beenzino"",""T"":""isshoman"",""I"":""realisshoman"",""F"":""isshoman"",""Y"":""UCl-tyxErWS-1ElS8UM8jryQ"",""A"":""beenzino\/331767820"",""M"":""532029"",""S"":""7IrDIIq3j04exsiF3Z7CPg"",""C"":""officialbeenzino"",""N"":""빈지노""}",1
942,n,Parc Jae Jung,박재정,"","",Park Jaejung,"",406,male,y,0,2013,"","",0,"2013-11-20","1995-12-25",n,114,1391,0,11246405,0,88,0,2,"{""K"":""Parc_Jae-jung"",""T"":""parcjaejung"",""I"":""parcjaejung"",""F"":""parcjaejungmusic"",""Y"":""UCpld-ZyiRwrT_9gj0sPHKqQ"",""A"":""parc-jae-jung\/721459376"",""M"":""738480"",""N"":""박재정(가수)"",""O"":""parcjaejung""}",1
943,n,Cho Yongpil,조용필,"","",Cho Yongpil,"",891,male,y,0,1968,"","",0,"1979-03-20","1950-03-21",n,114,2263714,4,56276653,0,40,0,8,"{""K"":""Cho_Yong-pil"",""M"":""19"",""W"":""www.choyongpil.com\/"",""F"":""helloypc"",""Y"":""UCEKL9UTis2YsqhHPlGDIG5w"",""A"":""cho-yong-pil\/378046796"",""S"":""5j200KdlKsIVqjoSDIWycA"",""N"":""조용필""}",2
944,n,Baechigi,배치기,"","","",BaeChiGi,627,male,n,0,2005,"","",60478,"2005-02-18",,n,114,46460,1,15512222,0,102,2,3,"{""K"":""Baechigi"",""M"":""101886"",""N"":""배치기(가수)"",""I"":""baechigi_official"",""Y"":""UC3p-qLH9RAgnBXyYWqECktA"",""A"":""baechigi\/338054500"",""S"":""1mKRJeL6KrSlwLG8gvwSQP""}",1
945,n,A.KOR,에이코어,"","","","",296,female,n,0,2014,"2017","",0,"2014-07-25",,n,114,492,0,1424177,0,0,0,0,"{""M"":""778135"",""N"":""에이코어""}",0
947,n,Hyun Bin,현빈,"","",Kim Taepyung,"",892,male,y,0,2003,"","",0,,"1982-09-25",n,114,0,0,2093301,1,17,1,0,"{""K"":""Hyun_Bin"",""M"":""57798"",""N"":""현빈""}",1
948,y,Soyou + Mad Clown,소유 + 매드클라운,"","","","",0,coed,n,0,2013,"","",11751,"2013-09-28",,n,114,0,1,3035555,0,35,2,0,[],1
949,n,Colde,콜드,"","",Kim Heesoo,"",311,male,y,0,2016,"","",0,"2015-08-15","1994-05-10",n,114,8589,0,94219504,0,0,0,0,"{""K"":""Colde"",""T"":""wavycolde"",""I"":""wavycolde"",""F"":""WavyColde"",""Y"":""UCZFpMuxoquMkvyWkBNFHMwQ"",""U"":""ucf5cub4dcColde"",""A"":""colde\/1210027731"",""M"":""1183063"",""N"":""Colde""}",0
950,n,LIMESODA,라임소다,"","","","",297,female,n,0,2017,"2020","",0,"2017-07-12",,n,114,0,0,2488216,0,0,0,0,"{""T"":""limesoda_2017"",""I"":""official_limesoda"",""Y"":""UC03EK-BxkDP6MOtJHtsYl7Q"",""M"":""1815039"",""N"":""라임소다"",""F"":""limesodamusic""}",0
951,n,KCM,케이씨엠,"","",Kang Changmo,강창모,406,male,y,0,2003,"","",0,,"1982-01-26",n,114,4922,0,6367632,0,42,0,0,"{""K"":""KCM_(singer)"",""M"":""45995"",""N"":""KCM""}",1
952,n,M to M,엠투엠,"","","",Mind to Music,298,male,n,0,2004,"","",0,"2004-03-11",,n,114,4067,0,1355906,0,39,0,0,"{""M"":""108581"",""S"":""6wS1IHxidOKcOJYEBmgon7"",""N"":""엠투엠""}",1
953,n,Yoo Seonho,유선호,"","",Yoo Seon Ho,"",6,male,y,0,2017,"","",0,"2018-04-11","2002-01-28",n,114,14159,0,2687272,0,0,0,0,"{""K"":""Yoo_Seon-ho"",""M"":""2113227"",""N"":""유선호"",""T"":""CUBE_YOOSEONHO"",""I"":""official_yooseonho"",""F"":""yooseonho.unitedcube"",""Y"":""UCUA04fEHEuuEhlaM7aC5HjQ""}",0
954,n,Kim Jinho,김진호,"","",Kim Jinho,"",0,male,y,349,2004,"","",11811,"2013-02-14","1986-05-21",n,114,12775,0,2408987,0,12,0,0,"{""K"":""Kim_Jin-ho_(singer)"",""I"":""moksolee"",""F"":""KimJinho.Official"",""A"":""kim-jin-ho\/603813876"",""M"":""259768"",""N"":""김진호"",""Y"":""UCvfuXoho4NpIHB8KDLE9pWg""}",0
955,y,Baekhyun + Doyoung,변백현 + 도영,"","","","",0,male,n,0,2021,"2021","",11853,"2021-03-12",,n,114,0,0,4602424,0,0,0,0,[],0
956,n,Azer,아째르,"","","","",299,female,n,0,2021,"","",11896,"2021-03-04",,n,114,0,0,2924157,0,0,0,0,"{""I"":""azer_offcial"",""Y"":""UCyAWwR9nXunuXcX03gK9RTQ"",""A"":""azer\/1560714054"",""M"":""2924626"",""N"":""Azer""}",0
957,y,Doyoung + Sejeong,도영 + 세정,"","","","",0,coed,n,0,2017,"2017","",11919,"2017-10-12",,n,114,0,0,12402969,0,0,0,0,[],0
958,n,Ten,텐,"","",Chittaphon Leechaiyapornkul,Lee Young Heum; 이영흠; ชิตพล ลี้ชัยพรกุล; เตนล์; Li Yong Qin; 李永钦; 李永欽,1,male,y,714,2016,"","",59206,"2024-02-13","1996-02-27",n,214,174653,0,87259590,0,0,0,0,"{""K"":""Ten_(singer)"",""I"":""tenlee_1001"",""A"":""ten\/1515958292"",""M"":""965987"",""S"":""3Q5Qep7ytrjVleNnMnntgQ"",""N"":""텐(NCT)""}",1
959,n,DONGKIZ I:KAN,동키즈 I:KAN,"","","",I:KAN,215,male,n,664,2019,"",Dong-ari,0,"2020-07-07",,n,114,1951,0,362664,0,0,0,0,"{""A"":""dongkiz-i-kan\/1522395890"",""M"":""2878426"",""N"":""DONGKIZ%20I:KAN""}",0
960,n,TO1,티오원,TOO,티오오,"",TOO,602,male,n,0,2020,"2023-12",TOGETHER,6011,"2020-01-04",,n,114,220903,0,82404993,0,0,0,0,"{""K"":""To1"",""T"":""to1_offcl"",""I"":""to1_offcl"",""F"":""TO1offcl"",""Y"":""UCPnd5rMdGyhvsXjY9f8DVeg"",""V"":""B1A9B1"",""M"":""2928965"",""N"":""TO1"",""D"":""too"",""O"":""to1_offcl""}",1
