"id","is_collab","name","kname","previous_name","previous_kname","fname","alias","id_company","members","issolo","id_parentgroup","formation","disband","fanclub","id_debut","debut_date","date_birth","is_deceased","id_country","sales","awards","views","pak_total","gaondigital_times","gaondigital_firsts","yawards_total","social","mslevel"
4575,n,A-ra,아라,"","",Choi Eunji,최은지,450,female,y,4572,2022,"","",0,,"2003-07-25",n,114,0,0,0,0,0,0,0,"",0
4576,n,Hari,하리,"","","","",450,female,y,4572,2022,"","",0,,"2005-04-08",n,108,0,0,0,0,0,0,0,"",0
4577,n,Ginjo,긴조,"","","","",1148,male,y,397,2013,"","",0,,"1983-04-12",n,114,0,0,1837994,0,0,0,0,"{""I"":""ginjo0412"",""M"":""748879"",""N"":""긴조""}",0
4578,n,IMLAY,임레이,"","",Im Jae-bin,임재빈,1148,male,y,0,2014,"","",0,"2015-02-24","1995-09-24",n,114,0,0,5529079,0,0,0,0,"{""T"":""leimlay"",""I"":""imlaykid"",""F"":""leimlay"",""M"":""775412"",""N"":""IMLAY"",""C"":""imlay""}",0
4579,y,IMLAY + Sik-K,임레이 + 식케이,"","","","",0,male,n,0,2017,"2017","",0,"2017-06-30",,n,114,0,0,206558,0,0,0,0,[],0
4580,n,LONGGUO & SHIHYUN,용국&시현,"","","","",402,male,n,0,2017,"2017","",0,"2017-07-31",,n,114,32935,0,3240673,0,0,0,0,"{""K"":""Longguo_%26_Shihyun"",""N"":""THE%201ST%20UNIT%20PROJECT%20the.the.the"",""M"":""1865258""}",1
4581,n,OuiOui,위위,"","","","",679,female,n,0,2018,"","",0,"2018-03-15",,n,114,0,0,557448,0,0,0,0,"{""I"":""ouiouimusic"",""M"":""2111493"",""W"":""corp.inplanet.co.kr/zb/view.php?id=artists&page=1&sn1=&divpage=1&sn=off&ss=on&sc=on&select_arrange=headnum&desc=asc&no=16"",""S"":""11BHuhJ2jEMPNJ3WpwZVT8""}",0
4582,n,Blueny,블루니,"","",Kim So-Hyun,김소현,679,female,y,4581,2018,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
4583,n,Meijee,메이지,"","","","",679,female,y,4581,2018,"","",0,,,n,114,0,0,5209,0,0,0,0,"",0
4584,y,GRAY + Loco + CODE KUNST,그레이 + 로꼬 + 코드 쿤스트,"","","","",255,male,n,0,2022,"2022","",0,"2022-11-21",,n,114,0,0,274179,0,0,0,0,[],0
4585,n,"100% V",백퍼센트 V,"","","","",61,male,n,1,2013,"2021","",32417,"2013-11-20",,n,114,4504,0,373018,0,1,0,0,"{""M"":""744984""}",0
4586,n,Park Koon,박군,"","",Park Joonwoo,박준우,977,male,y,0,2019,"","",32426,"2019-09-17","1986-03-09",n,114,0,0,13123806,0,0,0,0,"{""I"":""parkkoon1547"",""Y"":""UCeQ9KKYZ8rJRm8gXBgmGxzg"",""M"":""2746535"",""N"":""박군"",""O"":""parkkoon1547""}",0
4587,n,cacophony,카코포니,"","",Kim Min-gyung,김민경,0,female,y,0,2018,"","",32447,"2018-10-04","1994-04-29",n,114,0,0,560452,0,0,0,0,"{""I"":""iamcacophony"",""F"":""cacophonyiscacophony"",""Y"":""UClqrTL27MazQC27L0Gyx6RQ"",""W"":""www.iamcacophony.com"",""M"":""2299463"",""K"":""Cacophony_(musician)"",""N"":""카코포니"",""T"":""iamcacophony""}",0
4588,n,Haha,하하,"","",Ha Donghoon,하동훈,645,male,y,0,1997,"","",0,"1997-05-01","1979-08-20",n,81,0,3,6029226,0,30,0,0,"{""K"":""Haha_(entertainer)"",""T"":""Quanninomarley"",""I"":""quanhaha79"",""M"":""35007"",""N"":""하하(가수)""}",1
4589,n,Brown Eyes,브라운아이즈,"","","","",796,male,n,0,2001,"2003","",0,"2001-06-07",,n,114,0,1,8858036,0,0,0,2,"{""K"":""Brown_Eyes_(band)"",""M"":""100742"",""N"":""브라운%20아이즈""}",0
4591,n,JP,김진표,"","",Kim Jinpyo,Kim Jinpyo,256,male,y,0,1995,"","",0,"1997-06-01","1977-08-13",n,114,867,0,12669574,0,50,0,1,"{""I"":""jinpyokim"",""F"":""jinpyokim"",""Y"":""UCHoOiOWhaT363xUgTqHNkxQ"",""M"":""1136"",""K"":""Kim_Jin-pyo_(musician)"",""N"":""김진표(가수)"",""A"":""kim-jin-pyo\/307762356"",""S"":""57YbQhFBBDksLzX08lqVnw""}",1
4592,n,PANIC,패닉,"","","","",256,male,n,0,1995,"","",0,"1995-10-01",,n,114,0,0,81968,0,1,0,0,"{""M"":""100061"",""S"":""13bWD4s098qRgPVlHcbgCU"",""N"":""패닉(가수)""}",0
4593,n,SHINHWA WDJ,신화 WDJ,"","","","",74,male,n,173,2022,"","",32529,"2022-12-06",,n,114,7071,0,699069,0,0,0,0,"{""M"":""3157567"",""N"":""신화%20WDJ""}",0
4594,n,LOHYE,로예,"","",Lee Jiin,이지인,0,female,y,0,2021,"","",32566,"2021-10-28","2001-07-31",n,114,0,0,32876,0,0,0,0,"{""I"":""ea_syinn"",""M"":""2974372""}",0
4595,y,C9 Entertainment Collab,C9 엔터테인먼트 콜라보레이션,"","","",C9,93,coed,n,0,2022,"2022-12","",32571,"2022-12-07",,n,114,0,0,796594,0,0,0,0,[],0
4597,n,Cha Ga Eul,차가을,"","",Cha Ga Eul,"",703,female,y,0,2016,"","",0,"2019-11-16","1993-03-31",n,114,0,0,1183173,0,0,0,0,"{""M"":""2639031"",""N"":""차가을"",""I"":""chagaeul_official"",""F"":""cha-ga-eul-100063579126836"",""Y"":""UCJc2BQqAg2kM7NJ958OgD6A""}",0
4598,y,GyeongseoYeji + Cha Ga Eul,경서예지 + 차가을,"","","","",0,female,n,0,2022,"2022","",0,"2022-12-07",,n,114,0,0,232252,0,0,0,0,[],0
4599,n,LONG:D,롱디,"","","","",769,male,n,0,2014,"","",0,"2015-01-22",,n,114,0,0,2434916,0,0,0,0,"{""T"":""longdworld"",""I"":""longdetox"",""F"":""LONGDworld"",""M"":""758334""}",0
4600,n,Han Minsae,한민세,"","",Han Minsae,"",769,male,y,4599,2014,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
4601,n,Minshark,민샥,"","","","",769,male,y,4599,2014,"","",0,,,n,114,0,0,0,0,0,0,0,[],0
4602,n,ChoMyo,초묘,"","","",超妙,0,coed,n,0,2018,"","",32594,"2018-08-08",,n,114,0,0,48255,0,0,0,0,"{""I"":""chomyo_official"",""F"":""chomyo.official"",""M"":""2241590"",""Y"":""UCnOMdgV_pK3ibyV1PQb0n2Q""}",0
4603,n,Shin YongHee,이상현,"","",Shin YongHee,"",0,male,y,4602,2018,"","",0,,,n,114,0,0,0,0,0,0,0,[],0
4604,n,Lee GwangSun,이광선,"","",Lee GwangSun,"",0,male,y,4602,2018,"","",0,,,n,114,0,0,0,0,0,0,0,[],0
4605,n,JunJoon,전준,"","","","",0,male,y,4602,2018,"","",0,,,n,114,0,0,0,0,0,0,0,"",0
4606,n,Lee Johyun,이주현,"","",Lee Johyun,"",0,female,y,4602,2018,"","",0,,,n,114,0,0,0,0,0,0,0,"{""I"":""ojohyun""}",0
4607,n,Odett,오데트,"","","","",0,female,y,4602,2018,"","",0,,,n,114,0,0,98433,0,0,0,0,"{""I"":""o__dett"",""Y"":""UCB0Z4jZKFriYFjLr65jNr6A"",""M"":""3176958""}",0
4608,n,Koonta,쿤타,"","",Ahn Taehyun,안태현,903,male,y,6485,2006,"","",32614,"2017-06-29","1982-12-30",n,114,0,0,968401,0,11,0,0,"{""I"":""koonta1234"",""M"":""254105"",""N"":""쿤타"",""F"":""koonta1234"",""Y"":""UC7bSK_5dqttFX67X7KIT5JA""}",0
4609,n,SoljiHani,솔지하니,Dasoni,다소니,"",Solji&Hani,219,female,n,60,2013,"2017","",0,"2013-02-15",,n,114,0,0,2577507,0,5,0,0,"{""M"":""717917"",""N"":""다소니""}",0
4611,y,BTOB + U Sungeun,비투비 + 유성은,"","","","",0,coed,n,0,2012,"2012","",0,"2012-07-12",,n,114,0,0,861649,0,0,0,0,[],0
4612,n,Roh Yunha,노윤하,"","",Roh Yunha,Jam1e,799,male,y,0,2020,"","",0,"2021-06-28","2003-02-06",n,114,0,0,1332947,0,2,0,0,"{""I"":""1san_newcity_boy"",""C"":""jam1enewblack"",""M"":""2928842"",""N"":""노윤하""}",0
4613,n,QM,큐엠,"","",Hong Joonyong,홍준용,1030,male,y,0,2011,"","",0,"2014-09-19","1990-09-28",n,114,0,0,0,0,0,0,0,"{""I"":""qmquestionmark"",""M"":""773440"",""N"":""QM"",""C"":""qmthedope""}",0
4615,y,Brand New Music Collab,브랜뉴 뮤직 콜라보레이션,"","","","",122,coed,n,0,2011,"","",0,,,n,114,0,0,8802716,0,0,0,0,[],0
4616,y,Lee Boram + Punch + Baek Yebin,이보람 + 펀치 + 백예빈,"","","","",0,female,n,0,2022,"2022","",33642,"2022-12-18",,n,114,0,0,107649,0,0,0,0,[],0
4617,n,Sia Jiwoo,시아지우,"","",Park Ji Woo,박지우,877,female,y,0,2022,"","",33080,"2022-10-07","1999-04-07",n,114,0,0,2417236,0,0,0,0,"{""I"":""sia_jiwoo"",""Y"":""UCtQnSCzV0pRs0Ofw9lmYYpw"",""M"":""3133589"",""O"":""sia_jiwoo"",""N"":""시아지우""}",0
4618,n,Jeon Gunho,전건호,Gunho,건호,Jeon Gunho,"",30,male,y,0,2020,"","",0,"2020-11-14","1993-12-20",n,114,0,0,137528,0,0,0,0,"{""I"":""am_zaq.j"",""F"":""Amzjkh"",""Y"":""UCwOWMx96vRhmzmBib21Ukcg"",""M"":""2739011"",""N"":""전건호""}",1
4619,y,GyeongseoYeji + Jeon Gunho,경서예지 + 전건호,"","","","",0,coed,n,0,2021,"","",33154,"2021-05-19",,n,114,0,0,13463792,0,187,0,0,[],2
4620,n,Rosmile,로즈마일,MIISO,미소,Jang Miso,장미소,0,female,y,0,2017,"","",0,"2017-11-21","1997-04-07",n,114,0,0,36283,0,0,0,0,"{""I"":""rosmile4u"",""Y"":""UCPt9aRA0ryZ0y-Q8a_65uiA"",""M"":""2018166""}",0
4621,n,Miso,미소,"","","","",577,female,y,0,2014,"","",33158,"2016-12-08","1992-05-31",n,114,0,0,29488243,0,0,0,0,"{""T"":""misokmusic"",""I"":""o0omiso0o"",""F"":""misomusicmiso"",""Y"":""UCA8XwxHKqDlqpovyhwOdCuA"",""M"":""968463"",""A"":""miso/540367401"",""C"":""misomusic"",""S"":""04xEkodoWyFji8icX911jM""}",0
4622,y,Junggigo + Chanyeol,정기고 + 찬열,"","","","",0,male,n,0,2017,"2017","",0,"2017-02-22",,n,114,0,0,3843508,0,0,0,0,[],0
4623,n,Kim Yeonwoo,김연우,"","",Kim Hakchul,"",0,male,y,0,1996,"","",0,"1998-03-01","1971-07-22",n,114,15007,0,6226171,0,77,1,0,"{""M"":""6017"",""N"":""김연우""}",1
4624,y,Huh Gak + Jeong Eunji,허각 + 정은지,"","","","",0,coed,n,0,2013,"2013","",0,"2013-06-01",,n,114,0,0,9290439,1,34,2,0,[],1
4625,y,GG,GG,"","","",박명수 & G-Dragon;Park Myungsoo & G-Dragon,0,male,n,0,2011,"2011","",33343,"2011-07-02",,n,114,0,0,0,1,14,2,0,"{""M"":""550442""}",0
4626,n,Park Myungsoo,박명수,"","",Park Myungsoo,"",0,male,y,0,1993,"","",0,"1999-07-16","1970-08-27",n,114,0,0,1360028,0,21,0,0,"{""I"":""dj_gpark"",""M"":""4263"",""N"":""박명수""}",1
4627,y,Kwak Jin Eon + Kim Feel + Lim Do Hyeok,곽진언 + 김필 + 임도혁,"","","","",0,male,n,0,2014,"2014","",0,"2014-09-20",,n,114,0,0,7001778,1,15,1,0,[],1
4628,n,Lim Do Hyeok,임도혁,"","",Lim Do Hyuk,"",1014,male,y,0,2014,"","",0,,"1992-10-10",n,114,0,0,833160,0,0,0,0,"{""Y"":""UCu6AjVRM4ycs-01TpcDPzcQ"",""M"":""785759"",""N"":""임도혁"",""I"":""d0hyeok""}",0
4629,n,Shin Youme,신유미,Riddim,"",Shin Youme,"",542,female,y,0,2009,"","",0,"2009-07-20","1987-09-13",n,114,0,0,537135,0,0,0,0,"{""I"":""newme_"",""F"":""Newmeworld"",""Y"":""UCE8T1JXpGi9Qn5U5DOe3Odw"",""M"":""741936"",""N"":""신유미"",""C"":""newmeworld""}",0
4630,y,Punch + GLABINGO,펀치 + 글라빙고,"","","","",0,coed,n,0,2017,"2017","",0,"2017-06-02",,n,114,0,0,4399111,0,0,0,0,[],0
4631,n,PRIMROSE,프림로즈,"","","","",495,female,n,0,2023,"","",33719,"2023-01-13",,n,114,0,0,8862245,0,0,0,0,"{""T"":""PRIMROSE_AO"",""I"":""primrose_0fficial"",""F"":""ud504ub9bcub85cuc988-Primrose"",""M"":""36033050"",""Y"":""UCMKXs7_6MhbceHRPbPjuMzg"",""N"":""프림로즈"",""K"":""Primrose_(group)""}",0
4632,n,Yeum,예음,"","",Jeong Myungwoo,정명우,495,female,y,4631,2023,"","",0,,"2001-11-19",n,114,0,0,0,0,0,0,0,"",0
4633,n,Ruby,루비,"","",Heo Jiwon,허지원,495,female,y,4631,2023,"","",0,,"2002-08-21",n,114,0,0,0,0,0,0,0,"",0
4634,n,We;Na,위나,CLIP,"","","",681,female,n,0,2022,"","",33865,"2022-09-06",,n,114,0,0,229928,0,0,0,0,"{""T"":""wena_official_j"",""I"":""wena_shineofficial"",""Y"":""UCpiXCVf9CaYppJQDDyiD6nA"",""M"":""3125917"",""W"":""www.shine-enm.com\/clip\/"",""N"":""We%3BNa""}",0
4635,n,Blase,블라세,Bla$e Kid,블라세키드,Shin Yeong-deok,신영덕;BLASÉ,429,male,y,0,2018,"","",0,"2018-12-13","1994-09-22",n,114,0,0,1388688,0,1,0,0,"{""I"":""rooftop_blase"",""M"":""2113072"",""N"":""블라세"",""Y"":""UCHy6iONVpToNM0cHKjdzjXQ"",""C"":""akaspitter""}",0
4636,n,NSW Yoon,NSW Yoon,"","",Lee Seungyoon,이승윤,667,male,y,0,2021,"","",0,"2021-06-23","2004-01-10",n,114,0,0,180267,0,2,0,0,"{""I"":""nswyoon"",""M"":""2922884"",""N"":""NSW%20yoon""}",0
4637,n,Toigo,토이고,"","",Joo Byeongwoo,주병우,574,male,y,0,2019,"","",0,"2019-04-26","1998-07-24",n,114,0,0,24780,0,0,0,0,"{""I"":""toigotoigotoigo"",""M"":""2640968"",""N"":""토이고"",""T"":""toigoeyo"",""C"":""toigotoigotoigo""}",0
4638,n,Khan,칸,"","",Choi Joonyoung,최준영,794,male,y,0,2020,"","",0,"2020-05-06","2000-10-30",n,114,0,0,170004,0,4,0,0,"{""I"":""khanfromthe446"",""M"":""2741140"",""N"":""KHAN(래퍼)"",""Y"":""UCbUvO-4piZNffsHfbrSQFzw"",""C"":""khan_00""}",0
4639,n,Jambino,잠비노,"","",Jeong Dooseon,정두선,574,male,y,0,2019,"","",0,"2019-04-02","1998-08-21",n,114,0,0,946689,0,1,0,0,"{""I"":""jambino___"",""M"":""2637392"",""N"":""잠비노"",""Y"":""UCrBLGSgI4mIP1kLkCuEF71A"",""C"":""leibnizsthought""}",0
4640,n,Don Malik,던말릭,"","",Moon Inseop,문인섭,308,male,y,0,2014,"","",0,"2014-11-11","1996-01-21",n,114,0,0,303419,0,11,0,0,"{""I"":""itstrumalik"",""M"":""789943"",""C"":""don-malik"",""N"":""DON%20MALIK""}",0
4641,n,Han Yo Han,한요한,"","",Han Yo Han,"",272,male,y,0,2012,"","",33969,"2015-05-21","1991-12-03",n,114,3841,0,9689392,0,0,0,0,"{""K"":""Han_Yo-han"",""T"":""yohanheaven91"",""I"":""yohanheaven"",""Y"":""UCYWuuQwpo6rflQQh-dKQLyA"",""M"":""716984"",""W"":""wejustmusic.com\/bbs\/board.php?bo_table=Artist&wr_id=6"",""C"":""yohanheaven"",""S"":""0yHrFzi7dWriMWhB5XA99P"",""N"":""한요한"",""F"":""yohan.han.5""}",0
4642,y,Baek Jiyoung + Ong Seong Wu,백지영 + 옹성우,"","","","",0,coed,n,0,2020,"2020","",33996,"2020-05-12",,n,114,0,0,1482637,0,0,0,0,[],0
4643,y,Park Hyekyoung + LONG:D,박혜경 + 롱디,"","","","",0,coed,n,0,2017,"2017","",0,"2017-02-09",,n,114,0,0,150487,0,0,0,0,[],0
4644,y,Long:D + Seenroot,롱디 + 신현희와김루트,"","","","",0,coed,n,0,2016,"2016","",0,"2016-07-12",,n,114,0,0,41524,0,0,0,0,[],0
4645,y,Lee Hyun + Park Boram,이현 + 박보람,"","","","",0,coed,n,0,2015,"2015","",0,"2015-05-21",,n,114,0,0,680822,0,0,0,0,[],0
4646,y,Younha + Kanto,윤하 + 칸토,"","","","",0,coed,n,0,2014,"2014","",0,"2014-06-13",,n,114,0,0,153096,0,0,0,0,[],0
4647,y,Yu Seung Woo + Younha,유승우 + 윤하,"","","","",0,coed,n,0,2017,"2017","",0,"2017-08-24",,n,114,0,0,438018,0,0,0,0,[],0
4648,y,Ovan + Vinxen,오반 + 빈첸,"","","","",0,male,n,0,2019,"2019","",0,"2019-01-23",,n,114,0,0,2616794,0,0,0,0,[],0
4649,y,Lee Hyori + Lee Chanhyuk,이효리 + 이찬혁,"","","","",0,coed,n,0,2022,"2022","",0,"2022-07-02",,n,114,0,0,468044,0,0,0,0,[],0
4650,y,Zia + Huh Gak,지아 + 허각,"","","","",0,coed,n,0,2022,"2022","",0,"2022-09-12",,n,114,0,0,447619,0,24,1,0,[],1
4651,y,Huh Gak + Plan A Boys,허각 + 플랜에이 보이즈,"","","","",0,male,n,0,2016,"2016","",0,"2016-08-31",,n,114,0,0,779045,0,0,0,0,[],0
4652,y,Woo Jin Young + Kim Hyun Soo,우진영 + 김현수,"","","","",0,male,n,0,2018,"2018","",0,"2018-06-14",,n,114,0,0,807952,0,0,0,0,[],0
4653,n,Jeong Jia,정지아,"","",Jeong Jia,"",0,female,y,0,2014,"","",0,"2014-12-04","1994-03-07",n,114,0,0,82706,0,0,0,0,"{""I"":""jiajeong"",""S"":""2dbUmZGHQxbgINmaqNxzz3"",""M"":""791845""}",0
4654,n,Migyo,미교,Dahye,다혜,Jeon Dahye,전다혜,504,female,y,4767,2014,"","",0,"2018-01-19","1992-03-26",n,114,2180,0,3795523,0,0,0,0,"{""T"":""jjeonmigyo"",""I"":""jjeon_migyo"",""F"":""migyojjeon"",""Y"":""UC4UqcHiuMVMtmerrSayWIQA"",""M"":""978907"",""N"":""미교"",""C"":""cn7irnevsapn""}",0
4655,n,Sumin,수민,"","",Park Sumin,Xiumin; 秀敏; 박수민,0,female,y,0,2015,"","",0,"2015-12-07",,n,114,0,0,196444,0,0,0,1,"{""T"":""suminismm_twt"",""I"":""suminboutu"",""Y"":""UCqln5Z-S6L46Fj9t4D8LcMw"",""M"":""924416"",""C"":""suminismm"",""A"":""sumin\/352539234"",""S"":""0K4MGKGmjtdIE0W3GkGmyU"",""N"":""SUMIN""}",0
4657,y,Code Kunst + Lee Chanhyuk + Colde + sogumm,코드 쿤스트 + 이찬혁 + 콜드 + 소금,"","","","",0,coed,n,0,2021,"2021","",0,"2021-12-09",,n,114,0,0,0,0,0,0,0,[],0
4658,n,Vromance,브로맨스,"","","","",44,male,n,0,2016,"2024-09","",0,"2016-07-12",,n,114,1224,0,2710856,0,1,0,0,"{""K"":""Vromance"",""T"":""RBW_VROMANCE"",""I"":""official_VROMANCE"",""F"":""officialvromance"",""Y"":""UChgE8fQhMHXpCPukwwarRqQ"",""M"":""945262"",""S"":""5YPW3OmiqnqnQaFjloAvA7"",""N"":""VROMANCE""}",0
4659,n,Janghyun,장현,"","",Park Janghyun,박장현,44,male,y,4658,2016,"","",0,,"1989-06-06",n,114,0,0,0,0,0,0,0,"",0
4660,n,Hyunkyu,현규,"","",Park Hyunkyu,박현규,44,male,y,4658,2016,"","",0,,"1991-02-11",n,114,0,0,429446,0,0,0,0,"",0
4661,n,Chandong,찬동,"","",Lee Chandong,이찬동;Yoon Euno;윤은오,44,male,y,4658,2016,"","",0,,"1992-07-20",n,114,0,0,61378,0,0,0,0,"",0
4662,n,Hyunseok,현석,"","",Lee Hyunseok,이현석,44,male,y,4658,2016,"","",0,,"1994-05-26",n,114,0,0,0,0,0,0,0,"",0
4663,y,Huh Gak + Vromance,허각 + 브로맨스,"","","","",0,male,n,0,2016,"2016","",0,"2016-02-04",,n,114,0,0,692162,0,0,0,0,[],0
4664,n,Pateko,파테코,"","",Lee Myeongho,이명호,981,male,y,0,2018,"","",0,"2020-06-20","1994-03-28",n,114,0,0,89460,0,0,0,0,"{""I"":""patekonmy"",""M"":""2750866"",""S"":""0J372uvAXbRjLFSoAVE2lp"",""N"":""PATEKO""}",0
4665,n,D-Hack,디핵,"","",Lee Donghoon,이동훈,1001,male,y,0,2015,"","",0,"2016-07-26","1994-10-19",n,114,0,0,2534758,0,0,0,0,"{""I"":""dhack_090sama"",""M"":""785501"",""C"":""dhack"",""S"":""6Ycj4hhpz2nOfsYCU1gHqR"",""N"":""디핵"",""Y"":""UCTqF0L1pSMUYe7jCNlyGhPg""}",0
4666,y,D-Hack + Pateko,디핵 + 파테코,"","","","",0,male,n,0,2020,"","",0,"2020-06-22",,n,114,0,0,10850872,0,0,0,0,[],0
4667,y,D-Hack + Lee Soo Jin,디핵 + 이수진,"","","","",0,coed,n,0,2021,"2021","",0,"2021-11-30",,n,114,0,0,844278,0,0,0,0,[],0
4668,y,D-Hack + Ryu Su Jeong,디핵 + 류수정,"","","","",0,coed,n,0,2022,"2022","",0,"2022-04-15",,n,114,0,0,0,0,0,0,0,[],0
4669,y,Lee Minhyuk + Choi Yu Ree,이민혁 + 최유리,"","","","",0,coed,n,0,2022,"2022","",0,"2022-10-05",,n,114,0,0,25742,0,0,0,0,[],0
4670,n,george,죠지,"","",Lee Dongmin,이동민,562,male,y,0,2016,"","",0,"2016-03-16","1993-11-29",n,114,0,0,8436056,0,8,0,0,"{""I"":""leeeegeorge"",""M"":""790830"",""C"":""georgecredit"",""S"":""2pRZp2WxvnWWiSPcSSYkNV"",""Y"":""UCj2E4wFosHCvxO0Jem_Vpzw"",""A"":""george\/1356692897"",""N"":""죠지(가수)""}",0
4671,y,George + Chuu,죠지 + 츄,"","","","",0,coed,n,0,2022,"2022","",0,"2022-12-05",,n,114,0,0,2029893,0,0,0,0,[],0
4673,n,Xooos,수스,INA,인아,Kim Sooyeon,김수연,311,female,y,0,2015,"","",34094,"2017-01-03","1994-05-07",n,114,0,0,5158237,0,0,0,0,"{""I"":""xooos_"",""Y"":""UChs8FyDuoEmELFZgnSzh0UA"",""M"":""3187840"",""S"":""0OqnFLmTWiVGm3Ifk6mahQ"",""N"":""xooos""}",0
4674,n,Baek A,백아,"","",Park Soyeon,박소연,662,female,y,0,2018,"","",0,"2018-04-03","1995-07-14",n,114,0,0,1154902,0,26,0,0,"{""I"":""100.a__a"",""Y"":""UCKqtDU0_54yd4KtIp7K7m9w"",""M"":""2113114"",""S"":""5rHUhS9Ya0S63WI9LFmCSx"",""N"":""백아"",""F"":""baek-a-100063777421485"",""A"":""baek-a\/1459067231""}",1
4675,n,"21univ.","21학번","","",Kim Ayoung,김아영,0,female,y,0,2021,"","",34113,"2021-04-12","1999-09-11",n,114,0,0,2506976,0,23,0,0,"{""I"":""hi_mohae__"",""Y"":""UCjn67ohKcc4Ubdf5e4NDgyA"",""M"":""2931537"",""S"":""52FGfGmeJ6UTKcPYGRWo4i"",""N"":""학번""}",0
4676,y,Yu Seungwoo + Yoo Yeonjung,유승우 + 유연정,"","","","",0,coed,n,0,2016,"2016","",0,"2016-11-10",,n,114,0,0,794627,0,0,0,0,[],0
4678,y,Leeteuk + Suho + Kassy,이특 + 수호 + 케이시,"","","","",0,coed,n,0,2016,"2016","",0,"2016-06-30",,n,114,0,0,1319522,0,0,0,0,[],0
4679,y,george + Gang Haein,죠지 + 강혜인,"","","","",0,coed,n,0,2018,"2018","",0,"2018-08-17",,n,114,0,0,3920931,0,0,0,0,[],0
4680,n,Hash Swan,해쉬스완,"","",Han Deokkwang,한덕광,308,male,y,0,2016,"","",0,"2016-09-28","1995-03-12",n,114,1043,0,7760436,0,0,0,0,"{""K"":""Hash_Swan"",""I"":""hashblanccoa"",""Y"":""UCKZq309YKnWF-atFCL4cOgA"",""M"":""827434"",""S"":""3yVEZNS0ateVfoj8FuazKg"",""N"":""Hash%20Swan"",""F"":""hashswan-100002013624610"",""A"":""hash-swan\/932716775""}",0
4681,n,Im Soo,임수,"","",Im Soo,"",301,male,y,0,2018,"","",0,"2018-12-21","2000-03-29",n,114,0,0,109337,0,0,0,0,"{""I"":""imsoo21"",""F"":""officialimsoo"",""Y"":""UCPCIB1GkJj8VslMut2cd_9g"",""M"":""2241452"",""C"":""kiff_mayersoo"",""S"":""6fprh9M0YJWsTYBlvbfcwn"",""N"":""Im%20Soo""}",0
4682,y,Vinxen + Ovan + Im Soo,빈첸 + 오반 + 임수,"","","","",301,male,n,0,2020,"2020","",0,"2020-12-17",,n,114,0,0,500333,0,0,0,0,[],0
4683,n,Withus,위더스,"","","","",496,male,n,0,2020,"","",34153,"2020-11-17",,n,114,0,0,255222,0,0,0,0,"{""T"":""withus_official"",""Y"":""UCJgqrAwjt-EPSpIiSjqqe2Q"",""M"":""2902318"",""W"":""withhc.co.kr"",""N"":""withus""}",0
4684,n,Janghyeon,장현,"","",Bang Jang Hyeon,"",496,male,y,4683,2020,"","",0,,"1998-09-08",n,114,0,0,0,0,0,0,0,"",0
4685,n,Rak,락,"","",Lee Rak,"",496,male,y,4683,2020,"","",0,,"1999-05-24",n,114,0,0,0,0,0,0,0,"",0
4686,n,Junyeop,준엽,"","",Lee Jun Yeop,"",496,male,y,4683,2020,"","",0,,"2000-09-19",n,114,0,0,0,0,0,0,0,"",0
4688,n,Hwanrok,환록,"","",Jeong Hwan Rok,정환록,496,male,y,4683,2020,"","",0,,"2002-04-16",n,114,0,0,0,0,0,0,0,"",0
4689,n,DGNA,대국남아,"","","",The Boss;D.G.N.A;Daikoku Danji;Dae Guk Nam Ah,638,male,n,0,2010,"2017-07",MASTER,34159,"2010-03-04",,n,114,19499,0,2454012,0,5,0,0,"{""T"":""theboss0304"",""F"":""TheBoss100304"",""M"":""459644"",""S"":""5SC3cY6vu8N46SeL8PhW6q"",""A"":""dgna\/378022521"",""N"":""대국남아"",""K"":""The_Boss_(band)""}",1
4690,n,Karam,가람,"","",Park Hyunchul,박현철,638,male,y,4689,2010,"","",0,,"1991-06-28",n,114,0,0,0,0,0,0,0,"",0
4691,n,Hyunmin,현민,"","",Woo Hyunmin,우현민,638,male,y,4689,2010,"","",0,,"1991-07-22",n,114,0,0,0,0,0,0,0,"",0
4692,n,Injun,인준,"","",Lee Injun,이인준,638,male,y,4689,2010,"","",0,,"1992-03-09",n,114,0,0,0,0,0,0,0,"",0
4693,n,Jay,제이,"","",Jeon Jihwan,전 지환,638,male,y,4689,2010,"","",0,,"1994-03-31",n,114,0,0,0,0,0,0,0,"",0
4694,n,Mika,미카,"","",Lee Suhoon,이수훈,638,male,y,4689,2010,"","",0,,"1990-06-28",n,114,0,0,0,0,0,0,0,"",0
4695,n,GEMINI,제미나이,"","",Kim Jaemin,김재민,429,male,y,0,2020,"","",39078,"2020-11-01","1994-06-18",n,114,0,0,20042256,0,0,0,0,"{""T"":""Geminiccasa94"",""I"":""geminiccasa"",""Y"":""UCO61R65Z4TECnKI0iMXpOEQ"",""M"":""2891813"",""C"":""geminicasa"",""S"":""67IWlRdLy3UcfY3q968euj"",""A"":""gemini\/1538171427"",""N"":""GEMINI""}",0
